,title,link,supplier,rating,reviews,price,imageUrl,description,length,sleeve_length,fit,neckline,composition,color,imported,article_number,sustainability,gender
189,Relaxed Fit Printed T-shirt,https://www2.hm.com/en_us/productpage.0920624011.html,[],,[reviewsLabel],$19.99,"//lp2.hm.com/hmgoepprod?set=source[/23/52/23521d7fe35c5bcc6314a720a0a2af0b81bf60ab.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Relaxed-fit T-shirt in soft cotton jersey with a printed design. Crew neck.,,Short sleeve,Relaxed fit,Round Neck,Cotton 100%,Light pink/light blue/white,Yes,0920624011,,men
190,Relaxed Fit T-shirt,https://www2.hm.com/en_us/productpage.1003662004.html,[],,[reviewsLabel],$6.99,"//lp2.hm.com/hmgoepprod?set=source[/76/db/76db32d304285e836dc2add185ed821d03a68d32.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Relaxed-fit, straight-cut T-shirt in soft cotton jersey. Ribbed crew neck and dropped shoulders.",,Short sleeve,Relaxed fit,Round Neck,Cotton 100%,Light purple,Yes,1003662004,,men
191,2-pack COOLMAX® T-shirts,https://www2.hm.com/en_us/productpage.0976756001.html,[],,[reviewsLabel],$24.99,"//lp2.hm.com/hmgoepprod?set=source[/28/6e/286ee50495fef9fd0cd4cc04a00a7c120eb28f87.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","V-neck T-shirts in soft jersey made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",,Short sleeve,Regular fit,V-neck,"Cotton 60%, Polyester 40%",Black,Yes,0976756001,,men
192,2-pack COOLMAX® T-shirts,https://www2.hm.com/en_us/productpage.0976756003.html,[],,[reviewsLabel],$24.99,"//lp2.hm.com/hmgoepprod?set=source[/23/cc/23cca38a3c28547fbb628dd32269f65d8e8e49b7.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","V-neck T-shirts in soft jersey made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",,Short sleeve,Regular fit,V-neck,"Cotton 60%, Polyester 40%",Blue/light gray melange,Yes,0976756003,,men
193,Slim Fit Polo Shirt,https://www2.hm.com/en_us/productpage.0658329019.html,[],,[reviewsLabel],$14.99,"//lp2.hm.com/hmgoepprod?set=source[/1d/69/1d69d79ad2aee4019f1a9f8d9a6c4bc54a27b799.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Short-sleeved polo shirt in stretch cotton jersey with a collar and button placket. Slim fit.,,Short sleeve,Slim fit,,Cotton 100%,White/black,Yes,0658329019,,men
194,Raw-edge T-shirt,https://www2.hm.com/en_us/productpage.0793104023.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/61/b7/61b773dbd1f83c8058da0852abbd334f4093eb0a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","T-shirt in soft cotton slub jersey. Slightly wider neckline, seam at center back, and slightly longer, rounded back section. Raw, rolled edges at neckline and cuffs.",,Short sleeve,,Round Neck,Cotton 100%,Steel blue,Yes,0793104023,,men
195,Premium Cotton Polo Shirt,https://www2.hm.com/en_us/productpage.0939969003.html,[],,[reviewsLabel],$29.99,"//lp2.hm.com/hmgoepprod?set=source[/f6/43/f64316d8cfaeb2f1f788e686230ed1b9d098b70a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Short-sleeved polo shirt in soft premium cotton. Ribbed collar, two buttons at top, open chest pocket, and a slit at each side of hem. Slim Fit – shaped at chest and tapered at waist, combined with slightly narrower sleeves for a tailored silhouette.",,Short sleeve,Slim fit,,Cotton 100%,Dark blue,Yes,0939969003,,men
196,Slim Fit V-neck T-shirt,https://www2.hm.com/en_us/productpage.0570003099.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/99/a6/99a614195a63e8bcfbab6a60b5e8efd3c93ebcd4.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",V-neck T-shirt in soft cotton jersey.,Regular length,Short sleeve,Slim fit,V-neck,"Cotton 95%, Elastane 5%",Dark gray,Yes,0570003099,,men
197,Slim Fit Round-neck T-shirt,https://www2.hm.com/en_us/productpage.0570002120.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/cb/29/cb29d4851948652f3e31e2e60eb1081f61b54873.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirt in soft jersey.,Regular length,Short sleeve,Slim fit,Round Neck,"Cotton 95%, Elastane 5%",Light blue/white,Yes,0570002120,,men
198,Slim Fit V-neck T-shirt,https://www2.hm.com/en_us/productpage.0570003102.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/df/32/df32182bcf920618475a3f7a8aa515e8744545a5.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",V-neck T-shirt in soft cotton jersey.,Regular length,Short sleeve,Slim fit,V-neck,"Cotton 95%, Elastane 5%",Mint green,Yes,0570003102,,men
199,2-pack Sports Shirts,https://www2.hm.com/en_us/productpage.0816111004.html,[],,[reviewsLabel],$24.99,"//lp2.hm.com/hmgoepprod?set=source[/f8/8c/f88ccdbc6527f102914b164eee23098a0cd16c36.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Short-sleeved sports shirts in fast-drying, functional fabric with good air permeability to wick away moisture. Made partly from recycled polyester.",,Short sleeve,Muscle fit,Round Neck,"Polyester 87%, Elastane 13%",Dark green/dark gray melange,Yes,0816111004,environmentalMarker,men
200,Relaxed Fit T-shirt,https://www2.hm.com/en_us/productpage.0972640025.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/d2/20/d2209c129f37a7490b1d741c4a8a999e91727fb5.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Relaxed-fit T-shirt in soft cotton jersey with a printed design. Ribbed crew neck and dropped shoulders.,,Short sleeve,Relaxed fit,Round Neck,Cotton 100%,Black/green/blue/red/pink/yellow,Yes,0972640025,,men
201,2-pack Sports Shirts,https://www2.hm.com/en_us/productpage.0816111003.html,[],,[reviewsLabel],$24.99,"//lp2.hm.com/hmgoepprod?set=source[/48/0b/480bc3ae6fbc11db84c2a83d102176ed3bb77607.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]","Short-sleeved sports shirts in fast-drying, functional fabric with good air permeability to wick away moisture. Made partly from recycled polyester.",,Short sleeve,Muscle fit,Round Neck,"Polyester 87%, Elastane 13%",Dark gray melange/black,Yes,0816111003,environmentalMarker,men
202,Regular Fit Running Shirt,https://www2.hm.com/en_us/productpage.0886548019.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/0e/2e/0e2e6a2bff512eef5deabdf4998b9a8bc666df14.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Running shirt in fast-drying, functional fabric designed to help keep you dry and cool while exercising. Short raglan sleeves and reflective details.",,Short sleeve,Regular fit,Round Neck,Polyester 100%,Turquoise/black,Yes,0886548019,environmentalMarker,men
203,Regular Fit T-shirt,https://www2.hm.com/en_us/productpage.0976232004.html,[],,[reviewsLabel],$5.99,"//lp2.hm.com/hmgoepprod?set=source[/fc/ea/fceafded8c6bb390e01bf04e80fba7dda1a5aa79.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirt in soft cotton jersey with a printed motif.,,Short sleeve,Regular fit,Round Neck,Cotton 100%,Light purple,Yes,0976232004,,men
204,2-pack COOLMAX® T-shirts,https://www2.hm.com/en_us/productpage.0976756002.html,[],,[reviewsLabel],$24.99,"//lp2.hm.com/hmgoepprod?set=source[/69/25/69252328ad6cce46732ba1b500aa24fb44ad6490.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","V-neck T-shirts in soft jersey made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",,Short sleeve,Regular fit,V-neck,"Cotton 60%, Polyester 40%",White,Yes,0976756002,,men
205,Regular Fit T-shirt,https://www2.hm.com/en_us/productpage.0973277002.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/76/79/76795b0045fa778a4203795781b44a12ee93f3e7.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirt in soft cotton jersey with a printed graphic design at front.,,Short sleeve,Regular fit,Round Neck,Cotton 100%,Light green/blue/pink,Yes,0973277002,,men
206,Premium Cotton T-shirt,https://www2.hm.com/en_us/productpage.0702932050.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/ff/db/ffdb9e4e58145402c1f1677dbe06177ddca3e505.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirt in premium cotton jersey.,Regular length,Short sleeve,Slim fit,Round Neck,Cotton 100%,Light blue,Yes,0702932050,Premium Selection,men
207,Relaxed Fit T-shirt,https://www2.hm.com/en_us/productpage.0980142001.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/a8/3a/a83afaac55e4a04665a9224f584309eb86687f09.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Relaxed-fit T-shirt in soft cotton jersey. Ribbed crew neck, dropped shoulders, and contrasting sleeves.",,Short sleeve,Relaxed fit,Round Neck,Cotton 100%,Beige/dark blue/orange,Yes,0980142001,,men
208,3-pack Slim Fit T-shirts,https://www2.hm.com/en_us/productpage.0578630037.html,[],,[reviewsLabel],$24.99,"//lp2.hm.com/hmgoepprod?set=source[/1b/09/1b093b8dc6c9acbd7c3a05ad4db9fc022054a69a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirts in soft jersey.,Regular length,Short sleeve,Slim fit,Round Neck,"Cotton 95%, Elastane 5%",Light blue/peach pink/mint green,Yes,0578630037,,men
209,Regular Fit T-shirt,https://www2.hm.com/en_us/productpage.0846973154.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/bb/36/bb36a521750ef7420047f16be35e756a56a28d28.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft cotton jersey with a printed design. Ribbed crew neck.,,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/yellow/blue/black/orange,Yes,0846973154,,men
210,Premium Cotton Polo Shirt,https://www2.hm.com/en_us/productpage.0936957004.html,[],,[reviewsLabel],$34.99,"//lp2.hm.com/hmgoepprod?set=source[/57/e1/57e15418279bd3fadee2348f3becdec8e7729219.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Fine-knit polo shirt in premium cotton. Ribbed collar, button placket, and short sleeves with ribbed cuffs.",,Short sleeve,,,Cotton 100%,Dark turquoise,Yes,0936957004,,men
211,Regular Fit T-shirt,https://www2.hm.com/en_us/productpage.0973277007.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/01/ea/01ea3f5bf76ac0d402f3f495df0a6fdc591539b0.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirt in soft cotton jersey with a printed graphic design at front.,,Short sleeve,Regular fit,Round Neck,Cotton 100%,Pink/red/white/black,Yes,0973277007,,men
212,Slim Fit COOLMAX® Polo Shirt,https://www2.hm.com/en_us/productpage.0967154003.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/27/da/27da77789291a659fe48ab7fd23414683cd44bfb.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Polo shirt in cotton-blend piqué. Collar, button placket, and short sleeves. Made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",,Short sleeve,Slim fit,,"Cotton 52%, Polyester 48%",White,Yes,0967154003,,men
213,Regular Fit Running Shirt,https://www2.hm.com/en_us/productpage.0886548015.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/91/67/9167d5021bbbdf9ff40d5d81f9368e38dd14cb4a.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Running shirt in fast-drying, functional fabric designed to help keep you dry and cool while exercising. Short raglan sleeves and reflective details.",,Short sleeve,Regular fit,Round Neck,Polyester 100%,Gray/dark gray/white,Yes,0886548015,environmentalMarker,men
214,Regular Fit Running Shirt,https://www2.hm.com/en_us/productpage.0886548004.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/e1/b6/e1b65185dee2ada318a2dd47a680638c9dc66b78.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]","Running shirt in fast-drying, functional fabric designed to help keep you dry and cool while exercising. Short raglan sleeves and reflective details.",,Short sleeve,Regular fit,Round Neck,Polyester 100%,Dark blue/black/turquoise,Yes,0886548004,environmentalMarker,men
215,Regular Fit Running Shirt,https://www2.hm.com/en_us/productpage.0886548011.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/18/02/1802ca124b5f5f951b3315900b4fdb3374dff01c.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Running shirt in fast-drying, functional fabric designed to help keep you dry and cool while exercising. Short raglan sleeves and reflective details.",,Short sleeve,Regular fit,Round Neck,Polyester 100%,Dark blue/blue,Yes,0886548011,environmentalMarker,men
216,Printed T-shirt,https://www2.hm.com/en_us/productpage.0950728022.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/c1/65/c1656741af585cc8ee05a9cc010a9c284e5a3418.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Slightly oversized T-shirt in soft cotton jersey with a printed design. Crew neck and dropped shoulders.,,Short sleeve,,Round Neck,Cotton 100%,Dark gray/yellow/light purple,Yes,0950728022,,women
217,Cotton T-shirt,https://www2.hm.com/en_us/productpage.0979236004.html,[],,[reviewsLabel],$4.99,"//lp2.hm.com/hmgoepprod?set=source[/cb/6c/cb6c13e0640b5ab646f80e26d44a3759f5e8986d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in cotton jersey. Slightly wider neckline with narrow trim.,,Short sleeve,,Round Neck,Cotton 100%,Black,Yes,0979236004,,women
218,Oversized T-shirt,https://www2.hm.com/en_us/productpage.1011059001.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/c7/39/c73924dcecf541bef5e5c93b43cd7c21068cb91b.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",No Fear x H&M. Oversized T-shirt in soft jersey with a printed design.,Regular length,Short sleeve,Oversized,Round Neck,Cotton 100%,White/green/black,Yes,1011059001,environmentalMarker,women
219,Printed T-shirt,https://www2.hm.com/en_us/productpage.0950728020.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/39/03/39039a55a9b4dcd05945b9400681244d489b55db.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Slightly oversized T-shirt in soft cotton jersey with a printed design. Crew neck and dropped shoulders.,,Short sleeve,,Round Neck,Cotton 100%,Black/light beige,Yes,0950728020,,women
220,Oversized T-shirt,https://www2.hm.com/en_us/productpage.1011059002.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/8d/a4/8da446b411ac1d1acd61279a6ae83e465fb6e897.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",No Fear x H&M. Oversized T-shirt in soft jersey with a printed design.,Regular length,Short sleeve,Oversized,Round Neck,Cotton 100%,Black,Yes,1011059002,environmentalMarker,women
221,Oversized Printed T-shirt,https://www2.hm.com/en_us/productpage.1016505001.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/d2/a1/d2a1f1f95a009d855f21fbe1e644132585ab7899.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Wide-cut T-shirt in soft jersey with a printed design at front. Crew neck, heavily dropped shoulders, and wide sleeves.",Regular length,Short sleeve,Oversized,Round Neck,Cotton 100%,Charcoal gray/red/blue/yellow/green,Yes,1016505001,,women
222,Printed T-shirt,https://www2.hm.com/en_us/productpage.1031597003.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/ed/c9/edc9c4ca06b7b86ce8f01b57a21275ba30ed046e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Relaxed-fit T-shirt in cotton jersey with a printed motif. Dropped shoulders and elbow-length sleeves.,Regular length,Short sleeve,,Round Neck,Cotton 100%,Red/black/white,Yes,1031597003,,women
223,T-shirt with Motif,https://www2.hm.com/en_us/productpage.0762470235.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/d3/01/d3011b5c5b6641f981d745d0b30d21ed408aa306.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Jersey T-shirt with a printed motif.,,Short sleeve,,Round Neck,Cotton 100%,Light beige/black,Yes,0762470235,environmentalMarker,women
224,Oversized Printed T-shirt,https://www2.hm.com/en_us/productpage.0762558150.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/37/4d/374d3b8228d2947f5d1ee352e47992ea103faeba.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Oversized T-shirt in soft cotton jersey with a printed graphic design at front. Ribbed crew neck and gently dropped shoulders.,,Short sleeve,Oversized,Round Neck,Cotton 100%,Light purple/black/brown/yellow/gray,Yes,0762558150,environmentalMarker,women
225,Oversized Printed T-shirt,https://www2.hm.com/en_us/productpage.0762558102.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/18/02/1802db6adef4abfe5949cfe6281fee3029a89aa9.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Oversized T-shirt in soft cotton jersey with a printed graphic design at front. Ribbed crew neck and gently dropped shoulders.,,Short sleeve,Oversized,Round Neck,Cotton 100%,Dark gray/pink/white,Yes,0762558102,environmentalMarker,women
226,Oversized printed T-shirt,https://www2.hm.com/en_us/productpage.0999037013.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/29/5a/295a8d1fbd51b6d0d0362913fd8c58f4b8dc6436.jpg],origin[dam],category[ladies_tops_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Oversized T-shirt in soft, printed cotton jersey with a round neckline, dropped shoulders and short, wide sleeves.",Regular length,Short sleeve,Oversized,Round Neck,Cotton 100%,Charcoal gray/white,Yes,0999037013,,women
227,Oversized Graphic T-shirt,https://www2.hm.com/en_us/productpage.0951378030.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/14/39/1439c4bc44b0a49eeece587dae994a25d3b86410.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Oversized T-shirt in soft, organic cotton jersey with a printed graphic design at front. Ribbed crew neck and dropped shoulders.",,Short sleeve,Oversized,Round Neck,"Cotton 80%, Polyester 20%",Black/white/gray,Yes,0951378030,environmentalMarker,women
228,Silk-blend T-shirt,https://www2.hm.com/en_us/productpage.0776746016.html,[],,[reviewsLabel],$34.99,"//lp2.hm.com/hmgoepprod?set=source[/60/1c/601c13e65458d8219b8e5074c14246c287e3a8e1.jpg],origin[dam],category[ladies_tops_tshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Classic, straight-cut T-shirt in jersey made from a cotton and silk blend. Short sleeves.",,Short sleeve,,Round Neck,"Silk 50%, Cotton 50%",White,Yes,0776746016,Premium Selection,women
229,Oversized Printed T-shirt,https://www2.hm.com/en_us/productpage.0982361008.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/06/f4/06f4ab7a27e819b603e5d12051f3130d0b29f292.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Oversized T-shirt in soft cotton jersey with a printed design.,,Short sleeve,Oversized,Round Neck,Cotton 100%,Dark brown/yellow/gray,Yes,0982361008,,women
230,Wide-cut Cotton T-shirt,https://www2.hm.com/en_us/productpage.0980932008.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/89/2a/892a07fbcc8bb794141422acfb45be2e7713e862.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Wide-cut T-shirt in soft cotton jersey with gently dropped shoulders.,,Short sleeve,,Round Neck,Cotton 100%,Green,Yes,0980932008,environmentalMarker,women
231,Wide-cut Cotton T-shirt,https://www2.hm.com/en_us/productpage.0980932002.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/e2/9a/e29a215f96f41605fc880bd52bf456aa2d50075d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Wide-cut T-shirt in soft cotton jersey with gently dropped shoulders.,,Short sleeve,,Round Neck,Cotton 100%,White,Yes,0980932002,environmentalMarker,women
232,Knit Top with Collar,https://www2.hm.com/en_us/productpage.0991622002.html,[],,[reviewsLabel],$24.99,"//lp2.hm.com/hmgoepprod?set=source[/99/fc/99fc37bb77ac1542c34502cd04a0215873fbae9d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Soft, straight-cut, fine-knit top with wool content. Collar, V-shaped opening at front, dropped shoulders, and short sleeves with ribbed cuffs. Ribbed hem with slits at sides. Longer at back.",,Short sleeve,,V-neck,"Polyester 55%, Polyamide 30%, Viscose 10%, Wool 5%",Beige,Yes,0991622002,environmentalMarker,women
233,Wide-cut Cotton T-shirt,https://www2.hm.com/en_us/productpage.0980932003.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/f5/f6/f5f6582a7b9ed6296986b48d737009ba04608c4c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Wide-cut T-shirt in soft cotton jersey with gently dropped shoulders.,,Short sleeve,,Round Neck,Cotton 100%,Light beige,Yes,0980932003,environmentalMarker,women
234,Oversized Printed T-shirt,https://www2.hm.com/en_us/productpage.0762558101.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/89/14/891467a1a6ee1d7ad639cdbc43a0c6a27b2b544d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Oversized T-shirt in soft cotton jersey with a printed graphic design at front. Ribbed crew neck and gently dropped shoulders.,,Short sleeve,Oversized,Round Neck,Cotton 100%,Dark gray/white/orange/blue/black/red,Yes,0762558101,environmentalMarker,women
235,Oversized T-shirt,https://www2.hm.com/en_us/productpage.1018722002.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/41/4b/414b4fcba443af779900da75a9f922103f87f731.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","No Fear x H&M. Oversized T-shirt in cotton jersey with a printed design. Crew neck, dropped shoulders, and wide sleeves. Small appliqué on one sleeve.",,Short sleeve,Oversized,Round Neck,Cotton 100%,Black/white/red/green,Yes,1018722002,environmentalMarker,women
236,Knit Top with Collar,https://www2.hm.com/en_us/productpage.0991622001.html,[],,[reviewsLabel],$24.99,"//lp2.hm.com/hmgoepprod?set=source[/dc/65/dc65c3fd3407579c9ac9c0b7ce5fc6fdbb62b04c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Soft, straight-cut, fine-knit top with wool content. Collar, V-shaped opening at front, dropped shoulders, and short sleeves with ribbed cuffs. Ribbed hem with slits at sides. Longer at back.",,Short sleeve,,V-neck,"Polyester 55%, Polyamide 30%, Viscose 10%, Wool 5%",Light blue,Yes,0991622001,environmentalMarker,women
237,Wide-cut Cotton T-shirt,https://www2.hm.com/en_us/productpage.0980932001.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/56/15/56150be3fdbb5fe8bd914bc1af6af8848fc6a2c5.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Wide-cut T-shirt in soft cotton jersey with gently dropped shoulders.,,Short sleeve,,Round Neck,Cotton 100%,Black,Yes,0980932001,environmentalMarker,women
238,Wide-cut T-shirt,https://www2.hm.com/en_us/productpage.0975852008.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/95/8a/958a724c1f3da6af7f97c2a6274364564e403b12.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Longer, wide-cut T-shirt in soft cotton jersey. Dropped shoulders and wide, elbow-length sleeves.",Long,Short sleeve,Oversized,Round Neck,Cotton 100%,Brown,Yes,0975852008,environmentalMarker,women
239,2-pack Cotton T-shirts,https://www2.hm.com/en_us/productpage.0826646009.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/92/bc/92bcefb78e37c06ea413e4d001cf723bfc1c1825.jpg],origin[dam],category[ladies_tops_tshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Fitted T-shirts in soft organic cotton jersey.,,Short sleeve,Fitted,Round Neck,"Polyester 65%, Cotton 35%",Light beige melange,Yes,0826646009,environmentalMarker,women
