,name,supplier,rating,reviews,price,description,sleeve_length,fit,neckline,composition,color,imported,sustainability,article_number,length,gender
229,Regular Fit Running Shirt,[],,[reviewsLabel],,"Running shirt in fast-drying, functional fabric designed to help keep you dry and cool while exercising. Short raglan sleeves and reflective details.",Short sleeve,Regular fit,Round Neck,Polyester 100%,Dark blue/blue,Yes,environmentalMarker,0886548011,,men
230,Regular Fit Running Shirt,[],,[reviewsLabel],,"Running shirt in fast-drying, functional fabric designed to help keep you dry and cool while exercising. Short raglan sleeves and reflective details.",Short sleeve,Regular fit,Round Neck,Polyester 100%,Dark blue/black/turquoise,Yes,environmentalMarker,0886548004,,men
231,Printed T-shirt,[],,[reviewsLabel],,Slightly oversized T-shirt in soft cotton jersey with a printed design. Crew neck and dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Dark gray/yellow/light purple,Yes,,0950728022,,women
232,Cotton T-shirt,[],,[reviewsLabel],,T-shirt in cotton jersey. Slightly wider neckline with narrow trim.,Short sleeve,,Round Neck,Cotton 100%,Black,Yes,,0979236004,,women
233,Printed T-shirt,[],,[reviewsLabel],,Slightly oversized T-shirt in soft cotton jersey with a printed design. Crew neck and dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Black/light beige,Yes,,0950728020,,women
234,Oversized Printed T-shirt,[],,[reviewsLabel],,"Wide-cut T-shirt in soft jersey with a printed design at front. Crew neck, heavily dropped shoulders, and wide sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,Charcoal gray/red/blue/yellow/green,Yes,,1016505001,Regular length,women
235,Printed T-shirt,[],,[reviewsLabel],,Relaxed-fit T-shirt in cotton jersey with a printed motif. Dropped shoulders and elbow-length sleeves.,Short sleeve,,Round Neck,Cotton 100%,Red/black/white,Yes,,1031597003,Regular length,women
236,Knit Top with Collar,[],,[reviewsLabel],,"Soft, straight-cut, fine-knit top with wool content. Collar, V-shaped opening at front, dropped shoulders, and short sleeves with ribbed cuffs. Ribbed hem with slits at sides. Longer at back.",Short sleeve,,V-neck,"Polyester 55%, Polyamide 30%, Viscose 10%, Wool 5%",Beige,Yes,environmentalMarker,0991622002,,women
237,Oversized Printed T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft cotton jersey with a printed graphic design at front. Ribbed crew neck and gently dropped shoulders.,Short sleeve,Oversized,Round Neck,Cotton 100%,Dark gray/white/orange/blue/black/red,Yes,environmentalMarker,0762558101,,women
238,T-shirt with Motif,[],,[reviewsLabel],,Jersey T-shirt with a printed motif.,Short sleeve,,Round Neck,Cotton 100%,Light beige/black,Yes,environmentalMarker,0762470235,,women
239,Oversized Printed T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft cotton jersey with a printed graphic design at front. Ribbed crew neck and gently dropped shoulders.,Short sleeve,Oversized,Round Neck,Cotton 100%,Dark gray/pink/white,Yes,environmentalMarker,0762558102,,women
240,Wide-cut Cotton T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in soft cotton jersey with gently dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,White,Yes,environmentalMarker,0980932002,,women
241,Oversized Printed T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft cotton jersey with a printed design.,Short sleeve,Oversized,Round Neck,Cotton 100%,Dark brown/yellow/gray,Yes,,0982361008,,women
242,Oversized Printed T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft cotton jersey with a printed graphic design at front. Ribbed crew neck and gently dropped shoulders.,Short sleeve,Oversized,Round Neck,Cotton 100%,Light purple/black/brown/yellow/gray,Yes,environmentalMarker,0762558150,,women
243,Silk-blend T-shirt,[],,[reviewsLabel],,"Classic, straight-cut T-shirt in jersey made from a cotton and silk blend. Short sleeves.",Short sleeve,,Round Neck,"Silk 50%, Cotton 50%",White,Yes,Premium Selection,0776746016,,women
244,2-pack Cotton T-shirts,[],,[reviewsLabel],,Fitted T-shirts in soft organic cotton jersey.,Short sleeve,Fitted,Round Neck,"Polyester 65%, Cotton 35%",Light beige melange,Yes,environmentalMarker,0826646009,,women
245,Oversized Printed T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft cotton jersey with a printed graphic design at front. Ribbed crew neck and gently dropped shoulders.,Short sleeve,Oversized,Round Neck,Cotton 100%,Black/red/white/blue/yellow,Yes,environmentalMarker,0762558171,,women
246,Wide-cut T-shirt,[],,[reviewsLabel],,"Longer, wide-cut T-shirt in soft cotton jersey. Dropped shoulders and wide, elbow-length sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,Black,Yes,environmentalMarker,0975852001,Long,women
247,Ribbed Jersey T-shirt,[],,[reviewsLabel],,"Longer, relaxed-fit T-shirt in soft, ribbed jersey. Round, ribbed neckline, dropped shoulders, and short sleeves. Slit at each side of hem.",Short sleeve,,Round Neck,"Polyester 61%, Viscose 34%, Elastane 5%",Beige,Yes,environmentalMarker,0991690006,,women
248,Ribbed T-shirt,[],,[reviewsLabel],,"Long T-shirt in soft, ribbed, cotton-blend jersey. Round neckline with trim, dropped shoulders, and straight, raw-edge hem. Slits at sides.",Short sleeve,,Round Neck,"Cotton 62%, Polyester 33%, Elastane 5%",Gray,Yes,,1013035003,Regular length,women
249,Oversized Printed T-shirt,[],,[reviewsLabel],,Oversized T-shirt in washed-look cotton jersey with a printed graphic design. Heavily dropped shoulders and ribbed neckline.,Short sleeve,Oversized,Round Neck,Cotton 100%,White/red/blue,Yes,,0902140014,,women
250,Oversized T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft viscose jersey. Crew neck and dropped shoulders.,Short sleeve,Oversized,Round Neck,Viscose 100%,Light gray melange,Yes,,0996244007,,women
251,Wide-cut T-shirt,[],,[reviewsLabel],,"Longer, wide-cut T-shirt in soft cotton jersey. Dropped shoulders and wide, elbow-length sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,Brown,Yes,environmentalMarker,0975852008,Long,women
252,Oversized Graphic T-shirt,[],,[reviewsLabel],,"Oversized T-shirt in soft, organic cotton jersey with a printed graphic design at front. Ribbed crew neck and dropped shoulders.",Short sleeve,Oversized,Round Neck,Cotton 100%,Light purple/white,Yes,environmentalMarker,0951378019,,women
253,Ribbed Jersey T-shirt,[],,[reviewsLabel],,"Longer, relaxed-fit T-shirt in soft, ribbed jersey. Round, ribbed neckline, dropped shoulders, and short sleeves. Slit at each side of hem.",Short sleeve,,Round Neck,"Polyester 61%, Viscose 34%, Elastane 5%",Light gray,Yes,environmentalMarker,0991690005,,women
254,H&M+ Modal-blend T-shirt,[],,[reviewsLabel],,"Oversized, straight-cut T-shirt in a soft modal and cotton blend. Ribbed neckline and heavily dropped shoulders.",Short sleeve,Oversized,Round Neck,"Cotton 50%, Modal 50%",Black,Yes,,0940102001,,women
255,Wide-cut Cotton T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in soft cotton jersey with gently dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Light beige,Yes,environmentalMarker,0980932003,,women
256,Crop T-shirt,[],,[reviewsLabel],,"Short, loose-fit T-shirt in cotton jersey. Low-cut V-neck and dropped shoulders.",Short sleeve,Loose fit,V-neck,Cotton 100%,Black,Yes,environmentalMarker,0994084001,Crop,women
257,Ribbed Jersey T-shirt,[],,[reviewsLabel],,"Longer, relaxed-fit T-shirt in soft, ribbed jersey. Round, ribbed neckline, dropped shoulders, and short sleeves. Slit at each side of hem.",Short sleeve,,Round Neck,"Polyester 61%, Viscose 34%, Elastane 5%",Black,Yes,environmentalMarker,0991690001,,women
258,Long T-shirt,[],,[reviewsLabel],,"Long T-shirt in soft, cotton-blend jersey. Short sleeves with sewn cuffs.",Short sleeve,,Round Neck,Cotton 100%,Vintage pink,Yes,,0711053009,,women
259,Wide-cut Cotton T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in soft cotton jersey with gently dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Black,Yes,environmentalMarker,0980932001,,women
260,Oversized Printed T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft cotton jersey with a printed design.,Short sleeve,Oversized,Round Neck,Cotton 100%,Dark green/white,Yes,,0982361007,,women
261,2-pack Cotton T-shirts,[],,[reviewsLabel],,"Fitted, V-neck T-shirts in soft cotton jersey.",Short sleeve,Fitted,V-neck,"Cotton 50%, Modal 50%",Black/white,Yes,environmentalMarker,0994311001,,women
262,Printed T-shirt,[],,[reviewsLabel],,Slightly oversized T-shirt in soft cotton jersey with a printed design. Crew neck and dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,White/gray/orange/purple/light green,Yes,,0950728021,,women
263,Cotton T-shirt,[],,[reviewsLabel],,Straight-cut T-shirt in soft cotton jersey with ribbed crew neck and gently dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Gray,Yes,,0963662027,,women
264,Printed T-shirt,[],,[reviewsLabel],,Slightly oversized T-shirt in soft cotton jersey with a printed design. Crew neck and dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Dark blue/blue,Yes,,0950728023,,women
265,Wide-cut T-shirt,[],,[reviewsLabel],,"Longer, wide-cut T-shirt in soft cotton jersey. Dropped shoulders and wide, elbow-length sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,White,Yes,environmentalMarker,0975852002,Long,women
266,Knit Top with Collar,[],,[reviewsLabel],,"Soft, straight-cut, fine-knit top with wool content. Collar, V-shaped opening at front, dropped shoulders, and short sleeves with ribbed cuffs. Ribbed hem with slits at sides. Longer at back.",Short sleeve,,V-neck,"Polyester 55%, Polyamide 30%, Viscose 10%, Wool 5%",Light blue,Yes,environmentalMarker,0991622001,,women
267,Crop T-shirt,[],,[reviewsLabel],,"Short, loose-fit T-shirt in cotton jersey. Low-cut V-neck and dropped shoulders.",Short sleeve,Loose fit,V-neck,Cotton 100%,Dark gray,Yes,environmentalMarker,0994084005,Crop,women
268,Ribbed T-shirt,[],,[reviewsLabel],,"Long T-shirt in soft, ribbed, cotton-blend jersey. Round neckline with trim, dropped shoulders, and straight, raw-edge hem. Slits at sides.",Short sleeve,,Round Neck,"Cotton 62%, Polyester 33%, Elastane 5%",Cream,Yes,,1013035002,Regular length,women
269,Wide-cut T-shirt,[],,[reviewsLabel],,"Longer, wide-cut T-shirt in soft cotton jersey. Dropped shoulders and wide, elbow-length sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,Khaki green,Yes,environmentalMarker,0975852009,Long,women
270,Wide-cut T-shirt,[],,[reviewsLabel],,"Longer, wide-cut T-shirt in soft cotton jersey. Dropped shoulders and wide, elbow-length sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,Dark gray,Yes,environmentalMarker,0975852004,Long,women
271,Wide-cut Cotton T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in soft cotton jersey with gently dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Powder pink,Yes,environmentalMarker,0980932005,,women
272,Silk-blend T-shirt,[],,[reviewsLabel],,"Classic, straight-cut T-shirt in jersey made from a cotton and silk blend. Short sleeves.",Short sleeve,,Round Neck,"Silk 50%, Cotton 50%",Black,Yes,Premium Selection,0776746001,,women
273,Wide-cut T-shirt,[],,[reviewsLabel],,"Longer, wide-cut T-shirt in soft cotton jersey. Dropped shoulders and wide, elbow-length sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,Beige,Yes,environmentalMarker,0975852003,Long,women
274,Oversized T-shirt,[],,[reviewsLabel],,"Oversized T-shirt in cotton jersey. Ribbed crew neck, dropped shoulders, and straight, elbow-length sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,Black,Yes,,0972246001,,women
275,Oversized T-shirt,[],,[reviewsLabel],,"Oversized T-shirt in cotton jersey. Ribbed crew neck, dropped shoulders, and straight, elbow-length sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,White,Yes,,0972246002,,women
276,Crop T-shirt,[],,[reviewsLabel],,"Short, loose-fit T-shirt in cotton jersey. Low-cut V-neck and dropped shoulders.",Short sleeve,Loose fit,V-neck,Cotton 100%,White,Yes,environmentalMarker,0994084002,Crop,women
277,Oversized Printed T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft cotton jersey with a printed graphic design at front. Ribbed crew neck and gently dropped shoulders.,Short sleeve,Oversized,Round Neck,Cotton 100%,Light beige/black/light green/brown,Yes,,0762558090,,women
278,Wide-cut Cotton T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in soft cotton jersey with gently dropped shoulders.,Short sleeve,,Round Neck,"Cotton 90%, Polyester 10%",Light gray melange,Yes,environmentalMarker,0980932004,,women
279,Cotton Jersey T-shirt,[],,[reviewsLabel],,"Straight-cut, relaxed-fit T-shirt in soft cotton jersey with a ribbed crew neck.",Short sleeve,,Round Neck,Cotton 100%,Light beige/black,Yes,environmentalMarker,0975586010,,women
280,H&M+ Printed T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in cotton jersey with a printed motif at front. Ribbed crew neck.,Short sleeve,,Round Neck,Cotton 100%,Dark gray/purple/yellow,Yes,,1020152006,,women
281,Cotton Jersey T-shirt,[],,[reviewsLabel],,"Straight-cut, relaxed-fit T-shirt in soft cotton jersey with a ribbed crew neck.",Short sleeve,,Round Neck,Cotton 100%,White,Yes,environmentalMarker,0975586009,,women
282,Cotton T-shirt,[],,[reviewsLabel],,T-shirt in cotton jersey. Slightly wider neckline with narrow trim.,Short sleeve,,Round Neck,Cotton 100%,White,Yes,,0979236002,,women
283,Cotton Jersey T-shirt,[],,[reviewsLabel],,"Straight-cut, relaxed-fit T-shirt in soft cotton jersey with a ribbed crew neck.",Short sleeve,,Round Neck,Cotton 100%,Black/white,Yes,environmentalMarker,0975586001,,women
284,Cotton T-shirt,[],,[reviewsLabel],,T-shirt in cotton jersey. Slightly wider neckline with narrow trim.,Short sleeve,,Round Neck,Cotton 100%,Light green,Yes,,0979236010,,women
285,Cotton T-shirt,[],,[reviewsLabel],,Straight-cut T-shirt in soft cotton jersey with ribbed crew neck and gently dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Light pink,Yes,,0963662013,,women
286,Wide-cut Cotton T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in soft cotton jersey with gently dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Red,Yes,environmentalMarker,0980932009,,women
287,Ribbed T-shirt,[],,[reviewsLabel],,Fitted T-shirt in ribbed cotton jersey with a wide neckline.,Short sleeve,Fitted,Round Neck,"Cotton 95%, Elastane 5%",Cream,Yes,,0938690011,,women
288,Wide-cut Cotton T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in soft cotton jersey with gently dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Dark gray,Yes,environmentalMarker,0980932007,,women
289,Printed T-shirt,[],,[reviewsLabel],,Relaxed-fit T-shirt in cotton jersey with a printed motif. Dropped shoulders and elbow-length sleeves.,Short sleeve,,Round Neck,"Cotton 58%, Polyester 42%",Light gray melange/black/white/red,Yes,,1031597001,Regular length,women
290,Low-cut T-shirt,[],,[reviewsLabel],,T-shirt in soft viscose jersey with a scoop neckline at front.,Short sleeve,,Low-cut Neckline,Viscose 100%,White,Yes,environmentalMarker,0982756002,,women
291,Crop T-shirt,[],,[reviewsLabel],,Oversized crop T-shirt in cotton jersey with a printed pattern.,Short sleeve,Oversized,Round Neck,Cotton 100%,White/black,Yes,,1026007001,Crop,women
292,Silk-blend T-shirt,[],,[reviewsLabel],,"Classic, straight-cut T-shirt in jersey made from a cotton and silk blend. Short sleeves.",Short sleeve,,Round Neck,"Silk 50%, Cotton 50%",Light yellow,Yes,Premium Selection,0776746025,,women
293,Cotton Jersey T-shirt,[],,[reviewsLabel],,"Straight-cut, relaxed-fit T-shirt in soft cotton jersey with a ribbed crew neck.",Short sleeve,,Round Neck,Cotton 100%,White/black,Yes,environmentalMarker,0975586002,,women
294,Cotton Jersey T-shirt,[],,[reviewsLabel],,"Straight-cut, relaxed-fit T-shirt in soft cotton jersey with a ribbed crew neck.",Short sleeve,,Round Neck,Cotton 100%,Powder pink,Yes,environmentalMarker,0975586003,,women
295,Cotton Jersey T-shirt,[],,[reviewsLabel],,"Straight-cut, relaxed-fit T-shirt in soft cotton jersey with a ribbed crew neck.",Short sleeve,,Round Neck,Cotton 100%,Dark gray/white,Yes,environmentalMarker,0975586005,,women
296,Low-cut T-shirt,[],,[reviewsLabel],,T-shirt in soft viscose jersey with a scoop neckline at front.,Short sleeve,,Low-cut Neckline,Viscose 100%,Black,Yes,environmentalMarker,0982756001,,women
297,Zodiac T-shirt,[],,[reviewsLabel],,Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Short sleeve,Regular fit,Round Neck,Cotton 100%,Black/green,Yes,,1009635008,Regular length,women
298,Oversized T-shirt,[],,[reviewsLabel],,Oversized sweatshirt T-shirt in a lightweight cotton and recycled polyester blend. Ribbed crew neck and heavily dropped shoulders.,Short sleeve,Oversized,Round Neck,"Shell: Cotton 60%, Polyester 40%",Dark gray,Yes,,0967014001,,women
299,Viscose V-neck T-shirt,[],,[reviewsLabel],,V-neck T-shirt in softly draped viscose jersey.,Short sleeve,,V-neck,Viscose 100%,Black,Yes,environmentalMarker,0976661002,,women
300,Ribbed Jersey T-shirt,[],,[reviewsLabel],,"Longer, relaxed-fit T-shirt in soft, ribbed jersey. Round, ribbed neckline, dropped shoulders, and short sleeves. Slit at each side of hem.",Short sleeve,,Round Neck,"Polyester 61%, Viscose 34%, Elastane 5%",Solid-color,Yes,environmentalMarker,0991690004,,women
301,Oversized Graphic T-shirt,[],,[reviewsLabel],,"Oversized T-shirt in soft, organic cotton jersey with a printed graphic design at front. Ribbed crew neck and dropped shoulders.",Short sleeve,Oversized,Round Neck,"Cotton 80%, Polyester 20%",Gray melange/blue/white,Yes,environmentalMarker,0951378028,,women
302,2-pack Cotton T-shirts,[],,[reviewsLabel],,"Fitted, V-neck T-shirts in soft cotton jersey.",Short sleeve,Fitted,V-neck,"Cotton 50%, Modal 50%",Dark gray melange/light gray melange,Yes,environmentalMarker,0994311002,,women
303,Jersey T-shirt,[],,[reviewsLabel],,T-shirt in soft jersey.,Short sleeve,,Round Neck,Cotton 100%,Pink,Yes,,0717490008,,women
304,Oversized Printed T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft cotton jersey with a printed design.,Short sleeve,Oversized,Round Neck,Cotton 100%,White/orange/yellow,Yes,,0982361004,,women
305,Cotton T-shirt,[],,[reviewsLabel],,T-shirt in soft cotton jersey.,Short sleeve,,Round Neck,Cotton 100%,Black,Yes,,0934071001,,women
306,Oversized T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft cotton jersey. Ribbed crew neck and heavily dropped shoulders.,Short sleeve,Oversized,Round Neck,Cotton 100%,Dark gray,Yes,,1004672001,Long,women
307,2-pack Cotton T-shirts,[],,[reviewsLabel],,Fitted T-shirts in soft organic cotton jersey.,Short sleeve,Fitted,Round Neck,Cotton 100%,Black/white,Yes,environmentalMarker,0826646001,,women
308,Modal-blend T-shirt,[],,[reviewsLabel],,T-shirt in soft slub jersey made from a modal and cotton blend. Wide neckline and rounded hem.,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Light gray melange,Yes,,0979237004,,women
309,Cotton T-shirt,[],,[reviewsLabel],,Straight-cut T-shirt in soft cotton jersey with ribbed crew neck and gently dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Light pink,Yes,,0963662025,,women
310,Ribbed T-shirt,[],,[reviewsLabel],,Fitted T-shirt in ribbed cotton jersey with a wide neckline.,Short sleeve,Fitted,Round Neck,"Cotton 95%, Elastane 5%",White/black,Yes,,0938690010,,women
311,Modal-blend T-shirt,[],,[reviewsLabel],,T-shirt in soft slub jersey made from a modal and cotton blend. Wide neckline and rounded hem.,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Powder pink,Yes,,0979237005,,women
312,Cotton Jersey T-shirt,[],,[reviewsLabel],,"Straight-cut, relaxed-fit T-shirt in soft cotton jersey with a ribbed crew neck.",Short sleeve,,Round Neck,"Cotton 90%, Polyester 10%",Light gray melange/black,Yes,environmentalMarker,0975586007,,women
313,Modal-blend T-shirt,[],,[reviewsLabel],,T-shirt in soft slub jersey made from a modal and cotton blend. Wide neckline and rounded hem.,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Light taupe,Yes,,0979237006,,women
314,Modal-blend T-shirt,[],,[reviewsLabel],,T-shirt in soft slub jersey made from a modal and cotton blend. Wide neckline and rounded hem.,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Cream,Yes,,0979237008,,women
315,Crop T-shirt,[],,[reviewsLabel],,"Slightly oversized crop T-shirt in soft cotton jersey with a printed design. Crew neck, heavily dropped shoulders, and wide, elbow-length sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,Dark green/white,Yes,,0992852001,Crop,women
316,Printed Crop T-shirt,[],,[reviewsLabel],,Fitted crop T-shirt in soft cotton jersey. Printed design at front and round neckline with narrow trim.,Short sleeve,Fitted,Round Neck,"Cotton 95%, Elastane 5%",Black/light purple,Yes,environmentalMarker,1020378001,Crop,women
317,Zodiac T-shirt,[],,[reviewsLabel],,Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/light pink,Yes,,1009635009,Regular length,women
318,Zodiac T-shirt,[],,[reviewsLabel],,Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Short sleeve,Regular fit,Round Neck,Cotton 100%,Black/white,Yes,,1009635001,Regular length,women
319,Zodiac T-shirt,[],,[reviewsLabel],,Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Short sleeve,Regular fit,Round Neck,Cotton 100%,Black/purple,Yes,,1009635010,Regular length,women
320,Ribbed T-shirt,[],,[reviewsLabel],,Fitted T-shirt in ribbed cotton jersey with a wide neckline.,Short sleeve,Fitted,Round Neck,"Cotton 95%, Elastane 5%",Black,Yes,,0938690001,,women
321,T-shirt with Motif,[],,[reviewsLabel],,Jersey T-shirt with a printed motif.,Short sleeve,,Round Neck,Cotton 100%,White/dark red/black/light yellow,Yes,environmentalMarker,0762470234,,women
322,Modal-blend T-shirt,[],,[reviewsLabel],,T-shirt in soft slub jersey made from a modal and cotton blend. Wide neckline and rounded hem.,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Light blue melange,Yes,,0979237003,,women
323,Linen T-shirt,[],,[reviewsLabel],,Straight-cut T-shirt in airy linen jersey. Low-cut V-neck and dropped shoulders.,Short sleeve,,Low-cut Neckline,Linen 100%,Black,Yes,,0965452001,,women
324,Viscose V-neck T-shirt,[],,[reviewsLabel],,V-neck T-shirt in softly draped viscose jersey.,Short sleeve,,V-neck,Viscose 100%,Gray melange,Yes,environmentalMarker,0976661006,,women
325,Zodiac T-shirt,[],,[reviewsLabel],,Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/blue,Yes,,1009635007,Regular length,women
326,Oversized Printed T-shirt,[],,[reviewsLabel],,Oversized T-shirt in washed-look cotton jersey with a printed graphic design. Heavily dropped shoulders and ribbed neckline.,Short sleeve,Oversized,Round Neck,Cotton 100%,Dark turquoise/white,Yes,,0902140004,,women
327,Oversized Printed T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft cotton jersey with a printed design.,Short sleeve,Oversized,Round Neck,Cotton 100%,Black/neon green,Yes,,0982361003,,women
328,Zodiac T-shirt,[],,[reviewsLabel],,Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/black,Yes,,1009635005,Regular length,women
329,Oversized T-shirt,[],,[reviewsLabel],,Oversized sweatshirt T-shirt in a lightweight cotton and recycled polyester blend. Ribbed crew neck and heavily dropped shoulders.,Short sleeve,Oversized,Round Neck,"Shell: Cotton 60%, Polyester 40%",Dark brown,Yes,environmentalMarker,0967014006,,women
330,Zodiac T-shirt,[],,[reviewsLabel],,Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Short sleeve,Regular fit,Round Neck,Cotton 100%,Black/neon yellow,Yes,,1009635003,Regular length,women
331,Jersey T-shirt,[],,[reviewsLabel],,T-shirt in soft jersey.,Short sleeve,,Round Neck,"Viscose 50%, Cotton 50%",Light gray melange/powder pink,Yes,,0717490075,,women
332,Modal-blend T-shirt,[],,[reviewsLabel],,T-shirt in soft slub jersey made from a modal and cotton blend. Wide neckline and rounded hem.,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",White,Yes,,0979237002,,women
333,H&M+ Printed T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in cotton jersey with a printed motif at front. Ribbed crew neck.,Short sleeve,,Round Neck,Cotton 100%,Gray/white/orange/blue/purple,Yes,,1020152007,,women
334,Printed Crop T-shirt,[],,[reviewsLabel],,Fitted crop T-shirt in soft cotton jersey. Printed design at front and round neckline with narrow trim.,Short sleeve,Fitted,Round Neck,"Cotton 95%, Elastane 5%",Light blue/black/white,Yes,environmentalMarker,1020378002,Crop,women
335,Low-cut T-shirt,[],,[reviewsLabel],,T-shirt in soft viscose jersey with a scoop neckline at front.,Short sleeve,,Low-cut Neckline,Viscose 100%,Light gray,Yes,environmentalMarker,0982756006,,women
336,H&M+ 2-pack T-shirts,[],,[reviewsLabel],,T-shirt in soft jersey made from a modal and cotton blend. Wide neckline and rounded hem.,Short sleeve,,Round Neck,"Cotton 90%, Viscose 10%",Black/white/light gray melange,Yes,,0993012002,,women
337,Cotton T-shirt,[],,[reviewsLabel],,Straight-cut T-shirt in thick cotton jersey.,Short sleeve,,Round Neck,Cotton 100%,White,Yes,,0827968001,,women
338,Wide-cut Cotton T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in soft cotton jersey with gently dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Green,Yes,environmentalMarker,0980932008,,women
339,Oversized Printed T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft cotton jersey with a printed graphic design at front. Ribbed crew neck and gently dropped shoulders.,Short sleeve,Oversized,Round Neck,Cotton 100%,Cream/red/black,Yes,,0762558120,,women
340,Zodiac T-shirt,[],,[reviewsLabel],,Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/purple,Yes,,1009635012,Regular length,women
341,Jersey T-shirt,[],,[reviewsLabel],,T-shirt in soft jersey.,Short sleeve,,Round Neck,"Viscose 50%, Cotton 50%",Powder pink/white,Yes,,0717490057,,women
342,Sleeveless T-shirt,[],,[reviewsLabel],,"Oversized, sleeveless T-shirt in soft cotton jersey with a ribbed crew neck.",Sleeveless,Oversized,Round Neck,Cotton 100%,Light blue,Yes,,0964835013,,women
343,Oversized T-shirt,[],,[reviewsLabel],,Oversized T-shirt in soft cotton jersey. Ribbed crew neck and heavily dropped shoulders.,Short sleeve,Oversized,Round Neck,Cotton 100%,Cream,Yes,,1004672002,Long,women
344,H&M+ 2-pack T-shirts,[],,[reviewsLabel],,T-shirt in soft jersey made from a modal and cotton blend. Wide neckline and rounded hem.,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Black/white,Yes,,0993012001,,women
345,Zodiac T-shirt,[],,[reviewsLabel],,Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Short sleeve,Regular fit,Round Neck,Cotton 100%,Black/neon green,Yes,,1009635002,Regular length,women
346,Printed T-shirt,[],,[reviewsLabel],,Crew-neck T-shirt in soft cotton jersey with a printed design.,Short sleeve,,Round Neck,Cotton 100%,White/black/beige/blue/pink,Yes,,0874122005,,women
347,Zodiac T-shirt,[],,[reviewsLabel],,Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/neon orange,Yes,,1009635011,Regular length,women
