title,description,price,color,gender,imageUrl,brand,composition,elastane,polystyrene,linen,silk,wool,cotton,viscose,modal,polyamide,polyester
Long Fit T-shirt,"Long, crew-neck T-shirt in soft jersey with a rounded hem.",9.99,Steel gray,men,"//lp2.hm.com/hmgoepprod?set=source[/d4/94/d4943bd9b75c08e11cbe6fc95ff38bf7f2caaf14.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pima Cotton T-shirt,T-shirt in pima cotton jersey with a ribbed crew neck. Straight-cut hem with short slits at sides.,24.99,Black,men,"//lp2.hm.com/hmgoepprod?set=source[/5e/eb/5eeb7473494ca117bab7e2c8cda142eab144ed0b.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Slim Fit V-neck T-shirt,V-neck T-shirt in soft cotton jersey.,9.99,White,men,"//lp2.hm.com/hmgoepprod?set=source[/ac/bc/acbc844e233014bef7725cbc7fc759c792dccefc.jpg],origin[dam],category[men_tshirtstanks_bestbasics],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 95%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
Cotton Polo Shirt,"Polo shirt in cotton piqué. Ribbed collar, button placket, and short sleeves with ribbed cuffs. Slits at sides.",12.99,White,men,"//lp2.hm.com/hmgoepprod?set=source[/f4/a8/f4a866f7ef852b333304668a2d39adc906a12a7b.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack Henley Shirts,Short-sleeved henley shirts in soft jersey with a round neck and short button placket.,17.99,Khaki green beige,men,"//lp2.hm.com/hmgoepprod?set=source[/94/8e/948ec7f23d2d2892db4ec8835e5bbdd0e4db15bc.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Heavy Cotton Jersey T-shirt,"Relaxed-fit T-shirt in heavy cotton jersey. Crew neck, printed design at front, and dropped shoulders.",17.99,Orange black white,men,"//lp2.hm.com/hmgoepprod?set=source[/02/17/021783704f1414781731d85f32a22c1e5a0f2fd9.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Slub Jersey T-shirt,"T-shirt in slub cotton jersey with sewn cuffs on sleeves. Slightly longer, rounded back section.",12.99,White,men,"//lp2.hm.com/hmgoepprod?set=source[/4a/3f/4a3f002b9af5b43332813b35a239fc27a9bc64bd.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Relaxed Fit T-shirt,Relaxed-fit T-shirt in soft cotton jersey. Ribbed crew neck and dropped shoulders.,14.99,Dark gray black white,men,"//lp2.hm.com/hmgoepprod?set=source[/1b/5f/1b5fcef23f06afe09dc10400f7942a1b37d1b09e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit Polo Shirt,Short-sleeved polo shirt in soft cotton jersey. Ribbed collar and two buttons at top.,12.99,Light blue,men,"//lp2.hm.com/hmgoepprod?set=source[/47/29/472933a7f739cb045829f1e0b6e8b86a1f12926e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack COOLMAX® T-shirts,"Crew-neck T-shirts in a soft, stretch cotton blend made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",24.99,Dark gray orange,men,"//lp2.hm.com/hmgoepprod?set=source[/cc/96/cc966a7e09d4c46818e1e860f30cc6fdda6b1feb.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 60%, Polyester 40%",0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4
Slim Fit Polo Shirt,"Short-sleeved polo shirt in soft, organic cotton jersey. Collar and button placket at top.",12.99,Light pink,men,"//lp2.hm.com/hmgoepprod?set=source[/1c/89/1c89ec0309f74c25372e6d00d8bedb6470220d10.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 95%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
Slim Fit Polo Shirt,"Short-sleeved polo shirt in soft, organic cotton jersey. Collar and button placket at top.",12.99,Mint green,men,"//lp2.hm.com/hmgoepprod?set=source[/5c/b0/5cb061402f7548017a45d9a39bd7cca777e601c1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 95%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
Long Fit T-shirt,"Long, crew-neck T-shirt in soft jersey with a rounded hem.",9.99,Light orange,men,"//lp2.hm.com/hmgoepprod?set=source[/04/29/0429cf3b196dfd8376e9cfc4ce6170ca6a17c039.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit COOLMAX® T-shirt,"T-shirt in soft jersey with a printed design. Made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",17.99,Neon green black,men,"//lp2.hm.com/hmgoepprod?set=source[/fb/38/fb38f3625159f27d1f79f972b2b30c6e1805d687.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 59%, Polyester 41%",0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.41
T-shirt with Printed Design,T-shirt in soft cotton jersey with a printed design.,12.99,Yellow,men,"//lp2.hm.com/hmgoepprod?set=source[/dd/40/dd40747de21d0f0adbccae2c79b867b61d5ec675.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit V-neck T-shirt,V-neck T-shirt in soft cotton jersey.,5.99,Light pink,men,"//lp2.hm.com/hmgoepprod?set=source[/91/cf/91cf5188ec6a9b359bd65eedad46337b93c32d94.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit T-shirt,Crew-neck T-shirt in soft slub cotton jersey with an open chest pocket.,6.99,Mint green,men,"//lp2.hm.com/hmgoepprod?set=source[/9b/62/9b62c9d579d351cf2692365af341b12a575d74d4.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Slim Fit V-neck T-shirt,V-neck T-shirt in soft cotton jersey.,9.99,Light purple,men,"//lp2.hm.com/hmgoepprod?set=source[/aa/d2/aad2966d6f08448f60cdf2c02186096b8fad2666.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 95%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
Pima Cotton T-shirt,T-shirt in pima cotton jersey with a ribbed crew neck. Straight-cut hem with short slits at sides.,24.99,Light gray melange,men,"//lp2.hm.com/hmgoepprod?set=source[/e3/29/e329bd3cb9d22cc69325843cd5cb642c7cbb9982.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Long T-shirt,"Long, relaxed-fit T-shirt in cotton slub jersey. Rounded, wider neckline with rolled raw edge, open chest pocket, and sewn cuffs on sleeves. Rounded hem at front. Longer at back.",14.99,Khaki green,men,"//lp2.hm.com/hmgoepprod?set=source[/57/50/57507f1aaf48537424497ba5ce51f9dbe71207c4.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack Regular Fit T-shirts,"T-shirts in soft cotton jersey with a low neck. Rolled edges at neck and cuffs. Rounded hem, longer at back. Regular Fit.",24.99,Black,men,"//lp2.hm.com/hmgoepprod?set=source[/fc/b5/fcb5a26c496f33b30926e6a13fd08878c53bff0f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3-pack Slim Fit T-shirts,Crew-neck T-shirts in soft jersey.,24.99,Gray melange white beige,men,"//lp2.hm.com/hmgoepprod?set=source[/6e/67/6e67b22170d92d7bfb4b22594a87a8e0b5fe22c1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 90%, Viscose 5%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.9,0.05,0.0,0.0,0.0
Regular Fit Crew-neck T-shirt,Crew-neck T-shirt in soft cotton jersey.,6.99,Dark blue,men,"//lp2.hm.com/hmgoepprod?set=source[/35/98/35986529ca3dc88d58695fe1396f909aaf0eea57.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit V-neck T-shirt,V-neck T-shirt in soft cotton jersey.,5.99,Dark gray,men,"//lp2.hm.com/hmgoepprod?set=source[/df/57/df57b86c1387418256d3ca34e4b7f25b04d9b9fc.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack Slim Fit T-shirts,"T-shirts in soft cotton jersey. Slightly wider, rounded neck with narrow trim.",17.99,Dark gray black,men,"//lp2.hm.com/hmgoepprod?set=source[/f3/40/f3400b201b21f6c3e9b5ded3c86aff9f9e774338.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 95%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
3-pack Slim Fit T-shirts,Crew-neck T-shirts in soft jersey.,24.99,Beige white light pink,men,"//lp2.hm.com/hmgoepprod?set=source[/49/17/4917c26dba5e14ee221ebcecaa7111a8cc8058b1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 95%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
2-pack COOLMAX® T-shirts,"Crew-neck T-shirts in a soft, stretch cotton blend made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",24.99,Black,men,"//lp2.hm.com/hmgoepprod?set=source[/c7/f7/c7f767462dbd16801c048fb54919fa420baed834.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",H&M,"Cotton 60%, Polyester 40%",0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4
Muscle Fit Sports Shirt,"Short-sleeved sports shirt in fast-drying, functional fabric. Made partly from recycled polyester.",9.99,Dark blue melange,men,"//lp2.hm.com/hmgoepprod?set=source[/52/0d/520ddc73dfda229099361acea1992f1c8f29a7c4.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Polystyrene 93%, Elastane 7%",0.07,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regular Fit V-neck T-shirt,V-neck T-shirt in soft cotton jersey.,5.99,Dark blue,men,"//lp2.hm.com/hmgoepprod?set=source[/be/47/be478a4d24150253b5abb98b4c772a4c8f6bf218.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack Long Fit T-shirts,"Long, straight-cut T-shirts in soft cotton jersey. Ribbed crew neck and very rounded hem. Relaxed fit.",17.99,White black,men,"//lp2.hm.com/hmgoepprod?set=source[/0f/fb/0ffbed718bdfdf74ea87e61023458d3d6815065f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cotton T-shirt,"Blank staples is a streetwear collection of minimalistic pieces – the perfect canvas for your personal style and creativity. This contemporary T-shirt is made from heavy, 7 oz/yd2 organic cotton jersey for a premium handfeel. Straight-cut, oversized, and relaxed fit with a ribbed crew neck and dropped shoulders.",17.99,Dark brown,men,"//lp2.hm.com/hmgoepprod?set=source[/80/3b/803bbd6726286282863cf22ef333d6f48056890a.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pima Cotton T-shirt,T-shirt in pima cotton jersey with a ribbed crew neck. Straight-cut hem with short slits at sides.,24.99,Dark blue,men,"//lp2.hm.com/hmgoepprod?set=source[/f4/63/f4638a450f2fa5e0cad2a4f5e5213756b507125e.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1/4-Zip Polo Shirt,"Short-sleeved polo shirt in cotton piqué. Ribbed collar, zipper at top, and short slits at sides.",17.99,Gray,men,"//lp2.hm.com/hmgoepprod?set=source[/b9/24/b9245623933837ef8d3a3e75be504d7cb583b235.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",H&M,"Cotton 60%, Polyester 40%",0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4
Relaxed Fit T-shirt,Relaxed-fit T-shirt in soft cotton jersey. Ribbed crew neck and dropped shoulders.,14.99,Purple light green light blue white black,men,"//lp2.hm.com/hmgoepprod?set=source[/29/48/294866cb5a662bd3e2ca8b2dc9e2e10a740ba32d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Relaxed Fit T-shirt,Crew-neck T-shirt in thick cotton jersey.,12.99,Green,men,"//lp2.hm.com/hmgoepprod?set=source[/eb/82/eb82d9df2fcaeff95d50a8f27ae6cb3bd3515263.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Slim Fit Round-neck T-shirt,Crew-neck T-shirt in soft jersey.,9.99,Gray white,men,"//lp2.hm.com/hmgoepprod?set=source[/54/de/54de1e47021c3b6aa902724ce2454c8fce36058f.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 95%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
Regular Fit Polo Shirt,Short-sleeved polo shirt in soft cotton jersey. Ribbed collar and two buttons at top.,12.99,Light purple,men,"//lp2.hm.com/hmgoepprod?set=source[/13/cb/13cb64249f874ae8306eb364c6f3f86ee734364b.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack COOLMAX® T-shirts,"Crew-neck T-shirts in soft jersey made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",29.99,Blue light gray melange,men,"//lp2.hm.com/hmgoepprod?set=source[/c1/f5/c1f59f4648138ae3bd155c79a5bae2be56f8aa36.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 96%, Elastane 4%",0.04,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0
2-pack Relaxed Fit T-shirts,Relaxed-fit T-shirts in soft cotton jersey. Ribbed crew neck and dropped shoulders.,24.99,Light purple light gray,men,"//lp2.hm.com/hmgoepprod?set=source[/63/2e/632e31f5b4d101a137a347de2ff90cd7cf7a630f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit T-shirt,Crew-neck T-shirt in soft cotton jersey with a printed motif.,5.99,Sage green black white,men,"//lp2.hm.com/hmgoepprod?set=source[/f6/66/f6665fbfe4a74fe8ad79991b561f1c52b7640891.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Relaxed Fit T-shirt,Relaxed-fit T-shirt in soft cotton jersey with a printed design at front and back. Ribbed crew neck and dropped shoulders.,12.99,Orange black,men,"//lp2.hm.com/hmgoepprod?set=source[/26/32/26320a34af603c9dceac8dcc7892aa174abc1a6c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit Crew-neck T-shirt,Crew-neck T-shirt in soft cotton jersey.,6.99,Neon green,men,"//lp2.hm.com/hmgoepprod?set=source[/ae/c6/aec60b3f9d01dbffe3f0fcd919a12f379e2ab226.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit Polo Shirt,Short-sleeved polo shirt in soft cotton jersey. Ribbed collar and two buttons at top.,12.99,Gray,men,"//lp2.hm.com/hmgoepprod?set=source[/9e/b4/9eb4f41fb5f7f50dabeb61581ed34ae9931e7907.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack Long Fit T-shirts,"Long, straight-cut T-shirts in soft cotton jersey. Ribbed crew neck and very rounded hem. Relaxed fit.",17.99,Gray melange light blue,men,"//lp2.hm.com/hmgoepprod?set=source[/af/18/af189d7391ed41c7071c0aeb4a360ae31d0a1351.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Muscle Fit T-shirt,"Crew-neck T-shirt in soft cotton jersey with a printed design at front. Muscle Fit – designed to showcase the body’s physique. Narrow shoulders, tapered sleeves, and accentuated waist for a flattering silhouette.",12.99,Light blue white,men,"//lp2.hm.com/hmgoepprod?set=source[/85/c3/85c357411575b22bda8b2c718f13dafbf69c195d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 95%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
Relaxed Fit T-shirt,Crew-neck T-shirt in thick cotton jersey.,12.99,White purple,men,"//lp2.hm.com/hmgoepprod?set=source[/42/68/426828ab7e77e231cf8daba8e60660baf6be478a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Muscle Fit Sports Shirt,"Short-sleeved sports shirt in fast-drying, functional fabric. Made partly from recycled polyester.",9.99,Orange,men,"//lp2.hm.com/hmgoepprod?set=source[/ea/95/ea95a753a5fc33643a43feb76b223a2eacbea816.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Polyester 93%, Elastane 7%",0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93
Regular Fit T-shirt,Crew-neck T-shirt in soft slub cotton jersey with an open chest pocket.,6.99,Dark gray melange,men,"//lp2.hm.com/hmgoepprod?set=source[/8b/2c/8b2c1e7e5c778b3d4664b7f18151a9efa9198940.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Printed T-shirt,T-shirt in soft cotton jersey with a printed graphic design and crew neck.,7.99,White light pink yellow black,men,"//lp2.hm.com/hmgoepprod?set=source[/66/ef/66ef8a240b0ebd127b673de3e6b1a1f66ea8ca8c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Striped T-shirt,"T-shirt in soft cotton jersey with printed stripes. Round, contrasting neckline.",14.99,White red dark blue,men,"//lp2.hm.com/hmgoepprod?set=source[/6b/20/6b206dbcaeed5db558daee52fee275992d2c6744.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack Slim Fit T-shirts,"T-shirts in soft cotton jersey. Slightly wider, rounded neck with narrow trim.",17.99,Khaki green light gray,men,"//lp2.hm.com/hmgoepprod?set=source[/e8/35/e835c58a92070a2ac112c57331ebf5c661257256.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 95%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
Regular Fit T-shirt,Crew-neck T-shirt in soft slub cotton jersey with an open chest pocket.,6.99,White,men,"//lp2.hm.com/hmgoepprod?set=source[/87/b8/87b8750057ddafcf035afaa95f0b9c72c27cd732.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Muscle Fit Sports Shirt,"Short-sleeved sports shirt in fast-drying, functional fabric. Made partly from recycled polyester.",9.99,Black,men,"//lp2.hm.com/hmgoepprod?set=source[/71/93/71937cf5302ce289a23fa8444969cb6e3c816fe9.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",H&M,"Polyester 87%, Elastane 13%",0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87
Pima Cotton T-shirt,T-shirt in pima cotton jersey with a ribbed crew neck. Straight-cut hem with short slits at sides.,24.99,Pale orange,men,"//lp2.hm.com/hmgoepprod?set=source[/18/04/18048d9fd46fcb59762453b1c544c2be24e8054c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit V-neck T-shirt,V-neck T-shirt in soft cotton jersey.,5.99,Dark green,men,"//lp2.hm.com/hmgoepprod?set=source[/73/8e/738ed987460ceefd2fdee5a9bbf4f59c5e23d687.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit COOLMAX® T-shirt,"T-shirt in soft jersey with a printed design. Made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",17.99,White light blue light green light pink,men,"//lp2.hm.com/hmgoepprod?set=source[/fb/c7/fbc7decedf4e1562d544756a19bb325f85783466.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 59%, Polyester 41%",0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.41
Regular Fit Running Shirt,"Running shirt in fast-drying, functional fabric designed to help keep you dry and cool while exercising. Short raglan sleeves and reflective details.",17.99,Black orange,men,"//lp2.hm.com/hmgoepprod?set=source[/58/c1/58c12d1d757b6d3f1f119a4d9e98ddb8a1db9d55.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Polyester 100%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
