title,gender,price,composition,color,imageUrl,description,polyester,silk,modal,viscose,wool,polyamide,nylon,cotton,linen,acrylic,lambskin,lyocell,elastane,brand
© WES ROBINSON ILLUSTRATED T-SHIRT,men,35.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/4087/475/251/2/w/563/4087475251_1_1_1.jpg?ts=1621590215473,Round neck T-shirt with short sleeves. Front print of © Wes Robinson illustration.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED TEXT T-SHIRT,men,29.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/5584/308/800/2/w/563/5584308800_1_1_1.jpg?ts=1626685400577,Full cut T-shirt with round neck and short sleeves. Contrasting print at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
BASIC SLIM FIT T-SHIRT,men,19.9, '95% cotton · 5% elastane', Black ,https://static.zara.net/photos///2021/I/0/2/p/5584/340/800/542/w/563/5584340800_1_1_1.jpg?ts=1633608325710,Slim fit shirt. Round neck and long sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.05,Zara
TEXTURED T-SHIRT,men,35.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/0977/313/251/2/w/563/0977313251_1_1_1.jpg?ts=1628087947509,Full cut T-shirt with round neck and short sleeves. Rib trim.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED GEOMETRIC T-SHIRT,men,35.9, '70% cotton · 30% linen', Ecru Brown ,https://static.zara.net/photos///2021/I/0/2/p/0722/469/086/2/w/563/0722469086_1_1_1.jpg?ts=1622020396714,Full cut round neck T-shirt with short sleeves. Chest patch pocket.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,Zara
SKULL PRINT SHIRT,men,35.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/2/p/0495/300/250/2/w/563/0495300250_1_1_1.jpg?ts=1625831651478,Full cut round neck T-shirt with short sleeves. Contrast front print.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
KNIT PATCH T-SHIRT,men,35.9, '100% cotton', Ice ,https://static.zara.net/photos///2021/V/0/2/p/3332/431/805/2/w/563/3332431805_1_1_1.jpg?ts=1618389170410,Knit cotton T-shirt. Round neck and short sleeves. Chest patch pocket with contrast patch detail. Rib trim.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
JACQUARD T-SHIRT,men,25.9, '50% cotton · 50% polyester', Navy blue ,https://static.zara.net/photos///2021/I/0/2/p/0761/300/401/2/w/563/0761300401_1_1_1.jpg?ts=1625831616239,Round neck top with short sleeves.,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Zara
EMBROIDERED KNIT T-SHIRT,men,35.9, '55% viscose · 45% polyester', Pink ,https://static.zara.net/photos///2021/I/0/2/p/4090/303/620/2/w/563/4090303620_1_1_1.jpg?ts=1625818213405,Knit shirt with round neck and short sleeves. Embroidery detail at chest.,0.45,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zara
STRIPED POLO SHIRT,men,45.9, '100% cotton', orange-green ,https://static.zara.net/photos///2021/I/0/2/p/0526/305/078/2/w/563/0526305078_1_1_1.jpg?ts=1634223474681,Full cut polo shirt with lapel collar and front button closure. Long sleeves with rib cuffs. Side vents at hem.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED TEXT T-SHIRT,men,49.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/0840/306/251/2/w/563/0840306251_1_1_1.jpg?ts=1625476674298,Full cut round neck T-shirt with short sleeves. Contrasting printed text all over the garment.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED TEXT T-SHIRT,men,29.9, '100% cotton', Pastel pink ,https://static.zara.net/photos///2021/I/0/2/p/1165/300/621/22/w/563/1165300621_1_1_1.jpg?ts=1626187009337,Full cut T-shirt with round neck and short sleeves. Contrast back print.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
MICKEY MOUSE © DISNEY T-SHIRT,men,39.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/2/p/0679/318/250/2/w/563/0679318250_1_1_1.jpg?ts=1633617338917,Full cut T-shirt with crew neck and long sleeves. Prints at front and sleeve of Mickey Mouse © Disney.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
CONTRASTING STRIPE T-SHIRT,men,29.9, '100% cotton', Cream ,https://static.zara.net/photos///2021/I/0/2/p/5372/330/733/2/w/563/5372330733_1_1_1.jpg?ts=1627895466544,Round neck top with short sleeves. Contrasting stripes at shoulders.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
STRIPE PRINT T-SHIRT,men,25.9, '100% cotton', Ecru Navy ,https://static.zara.net/photos///2021/I/0/2/p/9240/435/066/72/w/563/9240435066_1_1_1.jpg?ts=1622200478334,Full cut round neck T-shirt with short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
MOCK NECK KNIT SHIRT,men,39.9, '81% viscose · 19% polyamide', Black ,https://static.zara.net/photos///2021/I/0/2/p/0693/326/800/82/w/563/0693326800_1_1_1.jpg?ts=1633358472512,Viscose blend knit shirt. Mock neck and short sleeves. Rib trim.,0.0,0.0,0.0,0.81,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zara
COMBINATION PRINT T-SHIRT,men,25.9, '100% cotton', Ice ,https://static.zara.net/photos///2021/I/0/2/p/0962/809/805/2/w/563/0962809805_1_1_1.jpg?ts=1625069457485,Full cut round neck T-shirt with short sleeves. Contrasting print at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED GEOMETRIC T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/1165/421/800/2/w/563/1165421800_1_1_1.jpg?ts=1623404216319,Round neck T-shirt with short sleeves. Contrasting front print.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
BASIC POCKET TANK TOP,men,25.9, '88% cotton · 12% linen', Black ,https://static.zara.net/photos///2021/I/0/2/p/5372/304/800/2/w/563/5372304800_1_1_1.jpg?ts=1623413099291,Full cut T-shirt made of cotton and linen blend fabric. Round neck and short sleeves. Chest patch pocket.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.12,0.0,0.0,0.0,0.0,Zara
GRAPHIC PRINT T-SHIRT,men,35.9, '100% cotton', Faded pink ,https://static.zara.net/photos///2021/I/0/2/p/0495/445/633/2/w/563/0495445633_1_1_1.jpg?ts=1620814243026,Full cut T-shirt with round neck and short sleeves. Contrasting print at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
COMBINATION PRINT T-SHIRT,men,29.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/0679/312/251/2/w/563/0679312251_1_1_1.jpg?ts=1622204462019,Full cut round neck T-shirt with short sleeves. Contrasting front print.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
TEXT T-SHIRT,men,35.9, '100% cotton', Light tan ,https://static.zara.net/photos///2021/I/0/2/p/6224/306/708/22/w/563/6224306708_1_1_1.jpg?ts=1626187430605,Full cut round neck T-shirt with short sleeves. Contrasting front text print.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
GRAPHIC PRINT T-SHIRT,men,35.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/4770/302/250/3/w/563/4770302250_1_1_1.jpg?ts=1629906474361,Full cut T-shirt with round neck and short sleeves. All-over contrasting print details.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED TEXT T-SHIRT,men,45.9, '100% cotton', Khaki ,https://static.zara.net/photos///2021/I/0/2/p/6917/326/505/2/w/563/6917326505_1_1_1.jpg?ts=1627473740775,Sleeveless full cut T-shirt with round neckline. Contrasting print at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
COMBINATION HEM TOP,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/1165/308/800/2/w/563/1165308800_1_1_1.jpg?ts=1629213609804,Full cut T-shirt with round neck and short sleeves. Patch pocket with printed text. Layered hem with contrast fabric.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
POPEYE © KING FEATURES PATCH T-SHIRT,men,35.9, '100% cotton', Light blue ,https://static.zara.net/photos///2021/I/0/2/p/5643/415/406/2/w/563/5643415406_1_1_1.jpg?ts=1622635040930,Full cut round neck T-shirt with short sleeves. Popeye © King Features patch at front.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
GRAPHIC PRINT T-SHIRT,men,35.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/0962/369/251/2/w/563/0962369251_1_1_1.jpg?ts=1626876810519,Full cut T-shirt with round neck and short sleeves. All-over contrasting print details.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
COMBINATION PRINT T-SHIRT,men,29.9, '100% cotton', taupe brown ,https://static.zara.net/photos///2021/I/0/2/p/0679/313/707/2/w/563/0679313707_1_1_1.jpg?ts=1622198539767,Full cut round neck T-shirt with short sleeves. Contrasting front print.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
OVERSIZED T-SHIRT,women,17.9, '100% cotton', Beige-pink ,https://static.zara.net/photos///2021/I/0/1/p/4424/812/942/2/w/563/4424812942_1_1_1.jpg?ts=1631111240400,Oversized T-shirt with round neck and short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
KAPPA STRIPED TOP,women,25.9, '98% viscose · 2% elastane', Ecru Red ,https://static.zara.net/photos///2021/I/0/1/p/1131/849/067/2/w/563/1131849067_6_1_1.jpg?ts=1623050917236,Round neck sleeveless top. Embroidered KAPPA patch detail at front. Rib trim.,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,Zara
STRIPED T-SHIRT,women,19.9, '100% cotton', Black White ,https://static.zara.net/photos///2021/I/0/1/p/1044/637/064/2/w/563/1044637064_1_1_1.jpg?ts=1626439397000,Round neck T-shirt with long sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
EMBROIDERED T-SHIRT,women,25.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/1/p/5039/471/251/2/w/563/5039471251_1_1_1.jpg?ts=1631809125956,Round neck T-shirt with short sleeves. Front floral embroidery.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
DINA BUKVA EMBROIDERED T-SHIRT,women,25.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/0085/376/250/2/w/563/0085376250_1_1_1.jpg?ts=1623396214109,Round neck T-shirt with short sleeves. Front contrasting raised embroidered detail by Dina Bukva.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
RETRO SEAMLESS TOP,women,25.9, '93% polyamide · 7% elastane', Ecru Green ,https://static.zara.net/photos///2021/I/0/1/p/7901/494/069/2/w/563/7901494069_1_1_1.jpg?ts=1634200778216,Shirt with contrasting lapel collar and short sleeves.,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.07,Zara
RUFFLED TOP,women,12.9, '95% cotton · 5% elastane', White ,https://static.zara.net/photos///2021/I/0/1/p/3253/326/250/2/w/563/3253326250_1_1_1.jpg?ts=1623746625116,Sleeveless round neck crop top with ruffle trim.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.05,Zara
TIE-DYE RIB TANK TOP,women,17.9, '96% cotton · 4% elastane', Mink ,https://static.zara.net/photos///2021/I/0/1/p/1044/971/706/2/w/563/1044971706_1_1_1.jpg?ts=1626251931770,"Round neck tank top.Due to the dyeing process, the print on each item is unique and may differ slightly from the one pictured.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.04,Zara
CROSSED HALTER TOP,women,12.9, '90% polyamide · 10% elastane', Black ,https://static.zara.net/photos///2021/V/0/1/p/0264/174/800/2/w/563/0264174800_1_1_1.jpg?ts=1619016907913,Adjustable cropped halter top with ties. Front slit.,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Zara
SEAMED RUCHED TOP,women,12.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/0962/831/250/2/w/563/0962831250_1_1_1.jpg?ts=1627035809746,Round neck top with short sleeves. Gathered seam detail at hem.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
SEAMLESS TOP,women,17.9, '67% polyamide · 28% polyester · 5% elastane', GREEN ,https://static.zara.net/photos///2021/I/0/1/p/1014/346/914/2/w/563/1014346914_1_1_1.jpg?ts=1628842234406,LIMITLESS CONTOUR COLLECTIONCrop top with straight neckline and spaghetti straps.,0.28,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.05,Zara
CORSET TOP,women,35.9, '94% polyester · 6% elastane', Black ,https://static.zara.net/photos///2021/I/0/1/p/4886/451/800/2/w/563/4886451800_1_1_1.jpg?ts=1631265307643,Corsetry top with sweetheart neckline and long balloon sleeves.,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,Zara
SPALDING® JACQUARD POLO,women,29.9, '84% polyester · 15% viscose · 1% elastane', Various ,https://static.zara.net/photos///2021/I/0/1/p/5039/162/015/2/w/563/5039162015_1_1_1.jpg?ts=1629374648878,Short sleeve polo shirt. Text detail of Spalding © Russell Brands LLC 2021. Front button closure.,0.84,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,Zara
©POPEYE T-SHIRT,women,25.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/1131/806/250/2/w/563/1131806250_1_1_1.jpg?ts=1625819327856,"Round neck T-shirt with short sleeves. Embroidery detail of Popeye® ©2018 King Features Syndicate, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
SEAMLESS TOP,women,19.9, '96% polyamide · 4% elastane', Green Blue ,https://static.zara.net/photos///2021/I/0/1/p/1014/365/518/2/w/563/1014365518_1_1_1.jpg?ts=1632472483782,LIMITLESS CONTOUR COLLECTIONTop with square neckline with long sleeves.,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.04,Zara
WASHED EFFECT CROP TOP,women,9.9, '95% cotton · 5% elastane', Pink ,https://static.zara.net/photos///2021/V/0/1/p/4424/330/620/3/w/563/4424330620_1_1_1.jpg?ts=1617968271580,"Round neck top with straps. Rib trim.This garment may have some irregularities due to the special finish it has undergone, making it a unique piece.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.05,Zara
COMBINATION VEST TOP,women,29.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/1165/022/250/2/w/563/1165022250_1_1_1.jpg?ts=1625746167837,Round neck top with short balloon sleeves and elastic cuffs. Contrast perforated vest overlay.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
RIBBED POLO,women,17.9, '95% cotton · 5% elastane', Blue ,https://static.zara.net/photos///2021/I/0/1/p/3641/814/400/2/w/563/3641814400_1_1_1.jpg?ts=1629448440864,Lapel collar polo shirt with V-neck and long sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.05,Zara
“NASA” POLO SHIRT,women,25.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/5644/831/250/2/w/563/5644831250_1_1_1.jpg?ts=1629456811298,Polo with lapel collar and long sleeves. Contrasting “NASA” embroidery detail. Wide rib elastic hem.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
CROCHETED POLO SHIRT,women,29.9, '53% viscose · 47% polyester', Ecru ,https://static.zara.net/photos///2021/I/0/1/p/5039/503/712/2/w/563/5039503712_1_1_1.jpg?ts=1632387128926,Polo with lapel collar and long sleeves. Front button closure.,0.47,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED ASYMMETRICAL TOP,women,29.9, '100% polyester', Blue Black ,https://static.zara.net/photos///2021/I/0/1/p/4770/600/030/2/w/563/4770600030_1_1_1.jpg?ts=1628591723414,Short top with asymmetric neckline and long sleeve. Self ruffle detail.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zara
SWEETHEART NECKLINE CORSET,women,25.9, '96% polyester · 4% elastane', Black ,https://static.zara.net/photos///2021/I/0/1/p/5039/522/800/2/w/563/5039522800_1_1_1.jpg?ts=1633966372187,Strapless corset with sweetheart neckline. Side hidden in-seam zip closure.,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,Zara
ASYMMETRICAL TOP,women,19.9, '91% cotton · 9% elastane', Blue ,https://static.zara.net/photos///2021/I/0/1/p/5644/816/400/2/w/563/5644816400_2_1_1.jpg?ts=1629303550438,Top with asymmetric neckline with one long sleeve.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.09,Zara
COMBINATION FLORAL SWEATSHIRT,women,45.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/1/p/0085/833/800/2/w/563/0085833800_1_1_1.jpg?ts=1631261710782,Round neck sweatshirt with long sleeves. Ruffle detail.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
BEAD TRIM T-SHIRT,women,17.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/5070/482/250/2/w/563/5070482250_1_1_1.jpg?ts=1628695338112,Round neck T-shirt with short sleeves. Contrasting fabric detail.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
SEAMLESS MOCK NECK TOP,women,12.9, '95% nylon · 5% elastane', Dark green ,https://static.zara.net/photos///2021/I/0/1/p/7901/439/529/2/w/563/7901439529_1_1_1.jpg?ts=1634291923049,LIMITLESS CONTOUR COLLECTIONSleeveless mock neck top.,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.05,Zara
DINA BUKVA EMBROIDERED T-SHIRT,women,25.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/0085/375/250/2/w/563/0085375250_1_1_1.jpg?ts=1623396192746,Round neck T-shirt with short sleeves. Front contrasting raised embroidered detail by Dina Bukva.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
EMBROIDERED COTTON POLO,women,19.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/0264/456/250/2/w/563/0264456250_1_1_1.jpg?ts=1627475049985,Polo made of 100% cotton. Lapel collar and short sleeves. Contrasting embroidery detail at chest. Front button closure.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
MOCK NECK T-SHIRT,women,19.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/1/p/1165/477/800/2/w/563/1165477800_1_1_1.jpg?ts=1634134055580,T-shirt with matching tonal high collar short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
RIBBED T-SHIRT,women,17.9, '95% cotton · 5% elastane', Black ,https://static.zara.net/photos///2021/I/0/1/p/4424/830/800/2/w/563/4424830800_1_1_1.jpg?ts=1633694224373,High collar top with long sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.05,Zara
HIGH COLLAR JACQUARD TOP,women,25.9, '74% polyester · 23% viscose · 3% elastane', Dark brown ,https://static.zara.net/photos///2021/I/0/1/p/4886/450/716/2/w/563/4886450716_1_1_1.jpg?ts=1634134035570,High collar long sleeve top.,0.74,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,Zara
BASIC SHIRT,women,12.9, '100% cotton', Green ,https://static.zara.net/photos///2021/V/0/1/p/1044/179/500/2/w/563/1044179500_1_1_1.jpg?ts=1618918325385,Sleeveless round neck top with wide arm holes.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
HALTERNECK BODYSUIT,women,19.9, '94% polyamide · 6% elastane', Brown ,https://static.zara.net/photos///2021/I/0/1/p/5039/371/700/17/w/563/5039371700_1_1_1.jpg?ts=1634226111325,Halter neck bodysuit. Button snap button closure.,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.06,Zara
V-NECK RIB T-SHIRT,women,12.9, '100% cotton', Sand ,https://static.zara.net/photos///2021/I/0/1/p/4424/633/711/2/w/563/4424633711_1_1_1.jpg?ts=1627468432631,Full cut V-neck T-shirt with short sleeves. Rib trim.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
CORSET TOP,women,19.9, '95% cotton · 5% elastane', White ,https://static.zara.net/photos///2021/I/0/1/p/0085/818/250/2/w/563/0085818250_1_1_1.jpg?ts=1626170134808,Straight neck crop top with spaghetti straps. Gathered detail at chest and tonal fabric.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.05,Zara
RUCHED CROP TOP,women,17.9, '95% polyester · 5% elastane', White ,https://static.zara.net/photos///2021/I/0/1/p/6050/422/250/2/w/563/6050422250_1_1_1.jpg?ts=1626436740716,V-neck crop top with long sleeves. Front ruching detail. Front button closure.,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,Zara
FRONT PRINT T-SHIRT,women,12.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/5580/627/250/2/w/563/5580627250_1_1_1.jpg?ts=1629793155613,Round neck T-shirt with short sleeves. Contrasting front print.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
SWEETHEART NECK TOP,women,25.9, '95% cotton · 5% elastane', Black ,https://static.zara.net/photos///2021/I/0/1/p/0264/813/800/2/w/563/0264813800_1_1_1.jpg?ts=1629302258573,Long sleeve crop top with sweetheart neckline.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.05,Zara
CONTRAST TOP,women,25.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/2298/080/250/2/w/563/2298080250_1_1_1.jpg?ts=1626098449470,Round neck top with short balloon sleeves and elastic cuffs. Tonal perforated vest overlay.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
BASIC V-NECK T-SHIRT,women,7.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/0962/343/250/2/w/563/0962343250_1_1_1.jpg?ts=1627639368988,V-neck T-shirt with short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
SPALDING® STRIPED POLO SHIRT,women,35.9, '100% cotton', Various ,https://static.zara.net/photos///2021/I/0/1/p/0085/169/015/2/w/563/0085169015_1_1_1.jpg?ts=1629374602517,Polo with lapel collar and long sleeves. Text detail of Spalding © Russell Brands LLC 2021. Contrasting rib trim. Front button closure.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
HOOK AND EYE SEAMLESS TOP,women,25.9, '95% nylon · 5% elastane', White ,https://static.zara.net/photos///2021/I/0/1/p/7901/431/250/2/w/563/7901431250_1_1_1.jpg?ts=1630665084906,LIMITLESS CONTOUR COLLECTIONStraight neck sleeveless top with metal hook detail at sides.,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.05,Zara
RUCHED ASYMMETRIC TOP,women,25.9, '72% viscose · 25% polyamide · 3% elastane', White ,https://static.zara.net/photos///2021/I/0/1/p/1165/029/250/3/w/563/1165029250_1_1_1.jpg?ts=1626939885437,V-neck top with asymmetric sleeves. Ruching detail at sides.,0.0,0.0,0.0,0.72,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03,Zara
RIBBED T-SHIRT WITH SIDE CUT OUTS,women,12.9, '95% cotton · 5% elastane', Green ,https://static.zara.net/photos///2021/I/0/1/p/3253/811/500/17/w/563/3253811500_1_1_1.jpg?ts=1630422635330,Round neck tank top. Adjustable side vents with ties.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.05,Zara
JACQUARD POLO,women,25.9, '83% cotton · 11% polyester · 6% viscose', white-orange ,https://static.zara.net/photos///2021/I/0/1/p/1930/450/048/2/w/563/1930450048_1_1_1.jpg?ts=1621419370069,Short sleeve polo shirt. Front button closure.,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,Zara
MICKEY MOUSE ©DISNEY T-SHIRT,women,9.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/5643/815/250/2/w/563/5643815250_1_1_1.jpg?ts=1626085400909,Round neck T-shirt with short sleeves. Contrasting ©Disney print on the front.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
LONG SLEEVED SHIRT,women,19.9, the production process is performed in a closed circuit that recovers water and 99% of chemicals. These technologies are used in its production process that comply with parameters established by the European Union of more responsible consumption and management of energy, Oyster White ,https://static.zara.net/photos///2021/I/0/1/p/5644/458/251/2/w/563/5644458251_1_1_1.jpg?ts=1629113454281,Long sleeve T-shirt with wide neckline.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zara
