SN,title,description,features,price,color,gender,imageUrl,rating,reviews,brand,composition,rayon,nylon,spandex,acrylic,polyester,cupro,modal,lyocell,cotton
70,Women's Organic Slim Mock Neck Tee,"Sleek and slightly more fitted with a mock turtleneck, the minimalist silhouette takes an essential ""better basic"" tee and elevates it to something a little dressier.","95% organic Pima cotton 5% spandex stretch jersey; The hint of spandex adds comfortable stretch and helps retain shape; Earth-friendly, certified safe dyes; Machine wash; 23.5-inch length (size Medium); Slim fit, size up if you prefer a roomier fit; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",38.9,sea blue,women,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/BG_OF_04752_sea_blue_900x.jpg?v=1613503676,4.7,12,fair indigo,95% organic Pima cotton 5% spandex,0,0,0.05,0,0,0,0,0,0.95
71,Women's Organic All-cotton Relaxed Crew Neck T-shirt,A classic crew neck made with dreamy soft 100% organic Pima cotton that you'll love the moment you put it on.,"100% organic Pima cotton jersey; Earth-friendly, certified safe dyes; Undyed color is without dyes and takes the color of the cotton - slight variations are normal; Machine wash; 25.5-inch length (size Medium); Relaxed fit; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",36.9,undyed,women,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/CL_04750_UNDYED_900x.jpg?v=1620152490,4.9,25,fair indigo,100% organic cotton,0,0,0,0,0,0,0,0,1
72,Women's Organic All-cotton Relaxed Crew Neck T-shirt,A classic crew neck made with dreamy soft 100% organic Pima cotton that you'll love the moment you put it on.,"100% organic Pima cotton jersey; Earth-friendly, certified safe dyes; Undyed color is without dyes and takes the color of the cotton - slight variations are normal; Machine wash; 25.5-inch length (size Medium); Relaxed fit; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",36.9,berry,women,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/CF_04750_BERRY_0785_900x.jpg?v=1620152490,4.9,25,fair indigo,100% organic cotton,0,0,0,0,0,0,0,0,1
73,Women's Organic All-cotton Relaxed Crew Neck T-shirt,A classic crew neck made with dreamy soft 100% organic Pima cotton that you'll love the moment you put it on.,"100% organic Pima cotton jersey; Earth-friendly, certified safe dyes; Undyed color is without dyes and takes the color of the cotton - slight variations are normal; Machine wash; 25.5-inch length (size Medium); Relaxed fit; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",36.9,deep sea,women,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/WH_LD_04750_deep_sea_900x.jpg?v=1620152490,4.9,25,fair indigo,100% organic cotton,0,0,0,0,0,0,0,0,1
74,Women's Organic All-cotton Luxe Long Sleeve Tee,"Incredibly soft, substantial interlock fabric creates a tee that stretches comfortably but doesn't hug your body. That's thanks to the brilliant 'mechanical stretch' that's built into the structure of the fabric, without using spandex. A fundamental piece in your lineup of all-cotton tees.","100% organic Pima cotton interlock; Earth-friendly, certified safe dyes; Machine wash; 25.5-inch length (size Medium); Gently shaped; Fairly made in Lima, Peru",46.9,black,women,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/sl_04472_ne0001_1_900x.jpg?v=1633032234,4.7,21,fair indigo,100% organic cotton,0,0,0,0,0,0,0,0,1
75,Women's Organic All-cotton Luxe Long Sleeve Tee,"Incredibly soft, substantial interlock fabric creates a tee that stretches comfortably but doesn't hug your body. That's thanks to the brilliant 'mechanical stretch' that's built into the structure of the fabric, without using spandex. A fundamental piece in your lineup of all-cotton tees.","100% organic Pima cotton interlock; Earth-friendly, certified safe dyes; Machine wash; 25.5-inch length (size Medium); Gently shaped; Fairly made in Lima, Peru",46.9,burgundy,women,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/BG_OF_04472_Burgundy_1267_FW21_S_900x.jpg?v=1633032181,4.7,21,fair indigo,100% organic cotton,0,0,0,0,0,0,0,0,1
76,Women's Organic All-cotton Luxe Long Sleeve Tee,"Incredibly soft, substantial interlock fabric creates a tee that stretches comfortably but doesn't hug your body. That's thanks to the brilliant 'mechanical stretch' that's built into the structure of the fabric, without using spandex. A fundamental piece in your lineup of all-cotton tees.","100% organic Pima cotton interlock; Earth-friendly, certified safe dyes; Machine wash; 25.5-inch length (size Medium); Gently shaped; Fairly made in Lima, Peru",46.9,peacock,women,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/BG_OF_04472_Peacock_794_FW21_900x.jpg?v=1633032199,4.7,21,fair indigo,100% organic cotton,0,0,0,0,0,0,0,0,1
77,Men's Organic V-neck T-shirt,"You are going to love this tee. Exceptionally soft and built to last for literally?years?of enthusiastic wears. A substantial but not bulky blend of organic Peruvian Pima cotton. A v-neck that we obsessed about to get it just right - not too deep, not too high.","95% organic Pima cotton 5% spandex stretch jersey; Earth-friendly, certified safe dyes; Pre-washed at the fabric stage, not at the garment stage; a rare step that prevents pilling, shrinking, and twisting over time; Classic, modern fit, not too relaxed or fitted; Machine wash; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",38.9,black,men,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/BG_OF_04821_black_900x.jpg?v=1612384704,5,12,fair indigo,95% organic Pima cotton 5% spandex,0,0,0.05,0,0,0,0,0,0.95
78,Men's Organic V-neck T-shirt,"You are going to love this tee. Exceptionally soft and built to last for literally?years?of enthusiastic wears. A substantial but not bulky blend of organic Peruvian Pima cotton. A v-neck that we obsessed about to get it just right - not too deep, not too high.","95% organic Pima cotton 5% spandex stretch jersey; Earth-friendly, certified safe dyes; Pre-washed at the fabric stage, not at the garment stage; a rare step that prevents pilling, shrinking, and twisting over time; Classic, modern fit, not too relaxed or fitted; Machine wash; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",38.9,white,men,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/SL_04821_WHITE_900x.jpg?v=1579716027,5,12,fair indigo,95% organic Pima cotton 5% spandex,0,0,0.05,0,0,0,0,0,0.95
79,Men's Organic V-neck T-shirt,"You are going to love this tee. Exceptionally soft and built to last for literally?years?of enthusiastic wears. A substantial but not bulky blend of organic Peruvian Pima cotton. A v-neck that we obsessed about to get it just right - not too deep, not too high.","95% organic Pima cotton 5% spandex stretch jersey; Earth-friendly, certified safe dyes; Pre-washed at the fabric stage, not at the garment stage; a rare step that prevents pilling, shrinking, and twisting over time; Classic, modern fit, not too relaxed or fitted; Machine wash; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",38.9,sea blue,men,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/BG_OF_04821_sea_blue_900x.jpg?v=1612384704,5,12,fair indigo,95% organic Pima cotton 5% spandex,0,0,0.05,0,0,0,0,0,0.95
80,Men's Organic V-neck T-shirt,"You are going to love this tee. Exceptionally soft and built to last for literally?years?of enthusiastic wears. A substantial but not bulky blend of organic Peruvian Pima cotton. A v-neck that we obsessed about to get it just right - not too deep, not too high.","95% organic Pima cotton 5% spandex stretch jersey; Earth-friendly, certified safe dyes; Pre-washed at the fabric stage, not at the garment stage; a rare step that prevents pilling, shrinking, and twisting over time; Classic, modern fit, not too relaxed or fitted; Machine wash; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",38.9,wine,men,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/BG_OF_04821_wine_004_900x.jpg?v=1633704819,5,12,fair indigo,95% organic Pima cotton 5% spandex,0,0,0.05,0,0,0,0,0,0.95
81,Men's Organic V-neck T-shirt,"You are going to love this tee. Exceptionally soft and built to last for literally?years?of enthusiastic wears. A substantial but not bulky blend of organic Peruvian Pima cotton. A v-neck that we obsessed about to get it just right - not too deep, not too high.","95% organic Pima cotton 5% spandex stretch jersey; Earth-friendly, certified safe dyes; Pre-washed at the fabric stage, not at the garment stage; a rare step that prevents pilling, shrinking, and twisting over time; Classic, modern fit, not too relaxed or fitted; Machine wash; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",38.9,midnight navy,men,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/WH_LD_04524_midnight_navy_900x.jpg?v=1633537175,5,12,fair indigo,95% organic Pima cotton 5% spandex,0,0,0.05,0,0,0,0,0,0.95
82,Men's Organic Crew Neck T-shirt,The essential organic tee for men. Exceptionally soft and built to last for literally?years?of enthusiastic wearing. A substantial but not bulky blend of organic Peruvian Pima cotton with a hint of spandex for ultimate comfort.,"95% organic Pima cotton 5% spandex stretch jersey; Earth-friendly, certified safe dyes; Pre-washed at the fabric stage, not at the garment stage; a rare step that prevents pilling, shrinking, and twisting over time; Classic, modern fit, not too relaxed or fitted; Machine wash; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",38.9,white,men,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/BG_OF_04891_white_900x.jpg?v=1620924873,5,4,fair indigo,95% organic Pima cotton 5% spandex,0,0,0.05,0,0,0,0,0,0.95
83,Men's Organic Crew Neck T-shirt,The essential organic tee for men. Exceptionally soft and built to last for literally?years?of enthusiastic wearing. A substantial but not bulky blend of organic Peruvian Pima cotton with a hint of spandex for ultimate comfort.,"95% organic Pima cotton 5% spandex stretch jersey; Earth-friendly, certified safe dyes; Pre-washed at the fabric stage, not at the garment stage; a rare step that prevents pilling, shrinking, and twisting over time; Classic, modern fit, not too relaxed or fitted; Machine wash; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",38.9,black,men,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/SL_04522_NE0001_b6e49802-40ce-4fa8-ad50-1fbdaf7a1a1f_900x.jpg?v=1633537316,5,4,fair indigo,95% organic Pima cotton 5% spandex,0,0,0.05,0,0,0,0,0,0.95
84,Men's Organic Crew Neck T-shirt,The essential organic tee for men. Exceptionally soft and built to last for literally?years?of enthusiastic wearing. A substantial but not bulky blend of organic Peruvian Pima cotton with a hint of spandex for ultimate comfort.,"95% organic Pima cotton 5% spandex stretch jersey; Earth-friendly, certified safe dyes; Pre-washed at the fabric stage, not at the garment stage; a rare step that prevents pilling, shrinking, and twisting over time; Classic, modern fit, not too relaxed or fitted; Machine wash; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",38.9,sea blue,men,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/BG_OF_04891_sea_blue_900x.jpg?v=1633538091,5,4,fair indigo,95% organic Pima cotton 5% spandex,0,0,0.05,0,0,0,0,0,0.95
85,Men's Organic Crew Neck T-shirt,The essential organic tee for men. Exceptionally soft and built to last for literally?years?of enthusiastic wearing. A substantial but not bulky blend of organic Peruvian Pima cotton with a hint of spandex for ultimate comfort.,"95% organic Pima cotton 5% spandex stretch jersey; Earth-friendly, certified safe dyes; Pre-washed at the fabric stage, not at the garment stage; a rare step that prevents pilling, shrinking, and twisting over time; Classic, modern fit, not too relaxed or fitted; Machine wash; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",38.9,stone green,men,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/BG_OF_04891_stone_green_900x.jpg?v=1633538091,5,4,fair indigo,95% organic Pima cotton 5% spandex,0,0,0.05,0,0,0,0,0,0.95
86,Men's Organic Crew Neck T-shirt,The essential organic tee for men. Exceptionally soft and built to last for literally?years?of enthusiastic wearing. A substantial but not bulky blend of organic Peruvian Pima cotton with a hint of spandex for ultimate comfort.,"95% organic Pima cotton 5% spandex stretch jersey; Earth-friendly, certified safe dyes; Pre-washed at the fabric stage, not at the garment stage; a rare step that prevents pilling, shrinking, and twisting over time; Classic, modern fit, not too relaxed or fitted; Machine wash; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",38.9,cobalt,men,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/WH_LD_04522_cobalt_blue_900x.jpg?v=1633537298,5,4,fair indigo,95% organic Pima cotton 5% spandex,0,0,0.05,0,0,0,0,0,0.95
87,Men's Organic Crew Neck T-shirt,The essential organic tee for men. Exceptionally soft and built to last for literally?years?of enthusiastic wearing. A substantial but not bulky blend of organic Peruvian Pima cotton with a hint of spandex for ultimate comfort.,"95% organic Pima cotton 5% spandex stretch jersey; Earth-friendly, certified safe dyes; Pre-washed at the fabric stage, not at the garment stage; a rare step that prevents pilling, shrinking, and twisting over time; Classic, modern fit, not too relaxed or fitted; Machine wash; Fairly made in Lima, Peru; Mix + Match: Save 10% when you buy 2 or more organic cotton t-shirts",38.9,midnight navy,men,https://cdn.shopify.com/s/files/1/0028/2525/7027/products/WH_LD_04522_midnight_navy_900x.jpg?v=1633537281,5,4,fair indigo,95% organic Pima cotton 5% spandex,0,0,0.05,0,0,0,0,0,0.95
