,title,description,price,color,gender,imageUrl,brand,composition,linen,nylon,cotton,lyocell,lambskin,elastane,wool,viscose,polyamide,silk,acrylic,polyester,modal
145,PRINTED TEXT T-SHIRT,Full cut T-shirt with round neck and short sleeves. Contrasting printed text at front.,35.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/1/p/0722/325/251/2/w/563/0722325251_1_1_1.jpg?ts=1632134543619,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,EMBROIDERED KNIT T-SHIRT,Knit polo shirt in cotton blend fabric. Round neck and short sleeves with rib trim. Contrasting embroidered text detail at back.,45.9, Navy blue ,men,https://static.zara.net/photos///2021/I/0/2/p/4231/311/401/2/w/563/4231311401_1_1_1.jpg?ts=1624004772869,Zara, '54% polyester · 46% cotton',0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0
147,© WES ROBINSON ILLUSTRATED T-SHIRT,Round neck T-shirt with short sleeves. Front print of © Wes Robinson illustration.,35.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/4087/475/251/2/w/563/4087475251_1_1_1.jpg?ts=1621590215473,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,PRINTED TEXT T-SHIRT,Full cut T-shirt with round neck and short sleeves. Contrasting print at front and back.,29.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/5584/308/800/2/w/563/5584308800_1_1_1.jpg?ts=1626685400577,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,BASIC SLIM FIT T-SHIRT,Slim fit shirt. Round neck and long sleeves.,19.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/5584/340/800/542/w/563/5584340800_1_1_1.jpg?ts=1633608325710,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,TEXTURED T-SHIRT,Full cut T-shirt with round neck and short sleeves. Rib trim.,35.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/0977/313/251/2/w/563/0977313251_1_1_1.jpg?ts=1628087947509,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,PRINTED GEOMETRIC T-SHIRT,Full cut round neck T-shirt with short sleeves. Chest patch pocket.,35.9, Ecru Brown ,men,https://static.zara.net/photos///2021/I/0/2/p/0722/469/086/2/w/563/0722469086_1_1_1.jpg?ts=1622020396714,Zara, '70% cotton · 30% linen',0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,SKULL PRINT SHIRT,Full cut round neck T-shirt with short sleeves. Contrast front print.,35.9, White ,men,https://static.zara.net/photos///2021/I/0/2/p/0495/300/250/2/w/563/0495300250_1_1_1.jpg?ts=1625831651478,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,KNIT PATCH T-SHIRT,Knit cotton T-shirt. Round neck and short sleeves. Chest patch pocket with contrast patch detail. Rib trim.,35.9, Ice ,men,https://static.zara.net/photos///2021/V/0/2/p/3332/431/805/2/w/563/3332431805_1_1_1.jpg?ts=1618389170410,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,JACQUARD T-SHIRT,Round neck top with short sleeves.,25.9, Navy blue ,men,https://static.zara.net/photos///2021/I/0/2/p/0761/300/401/2/w/563/0761300401_1_1_1.jpg?ts=1625831616239,Zara, '50% cotton · 50% polyester',0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
155,EMBROIDERED KNIT T-SHIRT,Knit shirt with round neck and short sleeves. Embroidery detail at chest.,35.9, Pink ,men,https://static.zara.net/photos///2021/I/0/2/p/4090/303/620/2/w/563/4090303620_1_1_1.jpg?ts=1625818213405,Zara, '55% viscose · 45% polyester',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.45,0.0
156,STRIPED POLO SHIRT,Full cut polo shirt with lapel collar and front button closure. Long sleeves with rib cuffs. Side vents at hem.,45.9, orange-green ,men,https://static.zara.net/photos///2021/I/0/2/p/0526/305/078/2/w/563/0526305078_1_1_1.jpg?ts=1634223474681,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,PRINTED TEXT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting printed text all over the garment.,49.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/0840/306/251/2/w/563/0840306251_1_1_1.jpg?ts=1625476674298,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,PRINTED TEXT T-SHIRT,Full cut T-shirt with round neck and short sleeves. Contrast back print.,29.9, Pastel pink ,men,https://static.zara.net/photos///2021/I/0/2/p/1165/300/621/22/w/563/1165300621_1_1_1.jpg?ts=1626187009337,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,MICKEY MOUSE © DISNEY T-SHIRT,Full cut T-shirt with crew neck and long sleeves. Prints at front and sleeve of Mickey Mouse © Disney.,39.9, White ,men,https://static.zara.net/photos///2021/I/0/2/p/0679/318/250/2/w/563/0679318250_1_1_1.jpg?ts=1633617338917,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,CONTRASTING STRIPE T-SHIRT,Round neck top with short sleeves. Contrasting stripes at shoulders.,29.9, Cream ,men,https://static.zara.net/photos///2021/I/0/2/p/5372/330/733/2/w/563/5372330733_1_1_1.jpg?ts=1627895466544,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,STRIPE PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves.,25.9, Ecru Navy ,men,https://static.zara.net/photos///2021/I/0/2/p/9240/435/066/72/w/563/9240435066_1_1_1.jpg?ts=1622200478334,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,MOCK NECK KNIT SHIRT,Viscose blend knit shirt. Mock neck and short sleeves. Rib trim.,39.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/0693/326/800/82/w/563/0693326800_1_1_1.jpg?ts=1633358472512,Zara, '81% viscose · 19% polyamide',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.19,0.0,0.0,0.0,0.0
163,COMBINATION PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting print at front and back.,25.9, Ice ,men,https://static.zara.net/photos///2021/I/0/2/p/0962/809/805/2/w/563/0962809805_1_1_1.jpg?ts=1625069457485,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,PRINTED GEOMETRIC T-SHIRT,Round neck T-shirt with short sleeves. Contrasting front print.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/1165/421/800/2/w/563/1165421800_1_1_1.jpg?ts=1623404216319,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,BASIC POCKET TANK TOP,Full cut T-shirt made of cotton and linen blend fabric. Round neck and short sleeves. Chest patch pocket.,25.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/5372/304/800/2/w/563/5372304800_1_1_1.jpg?ts=1623413099291,Zara, '88% cotton · 12% linen',0.12,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,GRAPHIC PRINT T-SHIRT,Full cut T-shirt with round neck and short sleeves. Contrasting print at front and back.,35.9, Faded pink ,men,https://static.zara.net/photos///2021/I/0/2/p/0495/445/633/2/w/563/0495445633_1_1_1.jpg?ts=1620814243026,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,COMBINATION PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting front print.,29.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/0679/312/251/2/w/563/0679312251_1_1_1.jpg?ts=1622204462019,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,TEXT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting front text print.,35.9, Light tan ,men,https://static.zara.net/photos///2021/I/0/2/p/6224/306/708/22/w/563/6224306708_1_1_1.jpg?ts=1626187430605,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,GRAPHIC PRINT T-SHIRT,Full cut T-shirt with round neck and short sleeves. All-over contrasting print details.,35.9, White ,men,https://static.zara.net/photos///2021/I/0/1/p/4770/302/250/3/w/563/4770302250_1_1_1.jpg?ts=1629906474361,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,PRINTED TEXT T-SHIRT,Sleeveless full cut T-shirt with round neckline. Contrasting print at front and back.,45.9, Khaki ,men,https://static.zara.net/photos///2021/I/0/2/p/6917/326/505/2/w/563/6917326505_1_1_1.jpg?ts=1627473740775,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,COMBINATION HEM TOP,Full cut T-shirt with round neck and short sleeves. Patch pocket with printed text. Layered hem with contrast fabric.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/1165/308/800/2/w/563/1165308800_1_1_1.jpg?ts=1629213609804,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,POPEYE © KING FEATURES PATCH T-SHIRT,Full cut round neck T-shirt with short sleeves. Popeye © King Features patch at front.,35.9, Light blue ,men,https://static.zara.net/photos///2021/I/0/2/p/5643/415/406/2/w/563/5643415406_1_1_1.jpg?ts=1622635040930,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,GRAPHIC PRINT T-SHIRT,Full cut T-shirt with round neck and short sleeves. All-over contrasting print details.,35.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/0962/369/251/2/w/563/0962369251_1_1_1.jpg?ts=1626876810519,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,COMBINATION PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting front print.,29.9, taupe brown ,men,https://static.zara.net/photos///2021/I/0/2/p/0679/313/707/2/w/563/0679313707_1_1_1.jpg?ts=1622198539767,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,OVERSIZED T-SHIRT,Oversized T-shirt with round neck and short sleeves.,17.9, Beige-pink ,women,https://static.zara.net/photos///2021/I/0/1/p/4424/812/942/2/w/563/4424812942_1_1_1.jpg?ts=1631111240400,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,KAPPA STRIPED TOP,Round neck sleeveless top. Embroidered KAPPA patch detail at front. Rib trim.,25.9, Ecru Red ,women,https://static.zara.net/photos///2021/I/0/1/p/1131/849/067/2/w/563/1131849067_6_1_1.jpg?ts=1623050917236,Zara, '98% viscose · 2% elastane',0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.98,0.0,0.0,0.0,0.0,0.0
177,STRIPED T-SHIRT,Round neck T-shirt with long sleeves.,19.9, Black White ,women,https://static.zara.net/photos///2021/I/0/1/p/1044/637/064/2/w/563/1044637064_1_1_1.jpg?ts=1626439397000,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,EMBROIDERED T-SHIRT,Round neck T-shirt with short sleeves. Front floral embroidery.,25.9, Oyster White ,women,https://static.zara.net/photos///2021/I/0/1/p/5039/471/251/2/w/563/5039471251_1_1_1.jpg?ts=1631809125956,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,DINA BUKVA EMBROIDERED T-SHIRT,Round neck T-shirt with short sleeves. Front contrasting raised embroidered detail by Dina Bukva.,25.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/0085/376/250/2/w/563/0085376250_1_1_1.jpg?ts=1623396214109,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,RETRO SEAMLESS TOP,Shirt with contrasting lapel collar and short sleeves.,25.9, Ecru Green ,women,https://static.zara.net/photos///2021/I/0/1/p/7901/494/069/2/w/563/7901494069_1_1_1.jpg?ts=1634200778216,Zara, '93% polyamide · 7% elastane',0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.93,0.0,0.0,0.0,0.0
181,RUFFLED TOP,Sleeveless round neck crop top with ruffle trim.,12.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/3253/326/250/2/w/563/3253326250_1_1_1.jpg?ts=1623746625116,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,TIE-DYE RIB TANK TOP,"Round neck tank top.Due to the dyeing process, the print on each item is unique and may differ slightly from the one pictured.",17.9, Mink ,women,https://static.zara.net/photos///2021/I/0/1/p/1044/971/706/2/w/563/1044971706_1_1_1.jpg?ts=1626251931770,Zara, '96% cotton · 4% elastane',0.0,0.0,0.96,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,CROSSED HALTER TOP,Adjustable cropped halter top with ties. Front slit.,12.9, Black ,women,https://static.zara.net/photos///2021/V/0/1/p/0264/174/800/2/w/563/0264174800_1_1_1.jpg?ts=1619016907913,Zara, '90% polyamide · 10% elastane',0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0
184,SEAMED RUCHED TOP,Round neck top with short sleeves. Gathered seam detail at hem.,12.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/0962/831/250/2/w/563/0962831250_1_1_1.jpg?ts=1627035809746,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,SEAMLESS TOP,LIMITLESS CONTOUR COLLECTIONCrop top with straight neckline and spaghetti straps.,17.9, GREEN ,women,https://static.zara.net/photos///2021/I/0/1/p/1014/346/914/2/w/563/1014346914_1_1_1.jpg?ts=1628842234406,Zara, '67% polyamide · 28% polyester · 5% elastane',0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.67,0.0,0.0,0.28,0.0
186,CORSET TOP,Corsetry top with sweetheart neckline and long balloon sleeves.,35.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/4886/451/800/2/w/563/4886451800_1_1_1.jpg?ts=1631265307643,Zara, '94% polyester · 6% elastane',0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.94,0.0
187,SPALDING® JACQUARD POLO,Short sleeve polo shirt. Text detail of Spalding © Russell Brands LLC 2021. Front button closure.,29.9, Various ,women,https://static.zara.net/photos///2021/I/0/1/p/5039/162/015/2/w/563/5039162015_1_1_1.jpg?ts=1629374648878,Zara, '84% polyester · 15% viscose · 1% elastane',0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.15,0.0,0.0,0.0,0.84,0.0
188,©POPEYE T-SHIRT,"Round neck T-shirt with short sleeves. Embroidery detail of Popeye® ©2018 King Features Syndicate, Inc.",25.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/1131/806/250/2/w/563/1131806250_1_1_1.jpg?ts=1625819327856,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,SEAMLESS TOP,LIMITLESS CONTOUR COLLECTIONTop with square neckline with long sleeves.,19.9, Green Blue ,women,https://static.zara.net/photos///2021/I/0/1/p/1014/365/518/2/w/563/1014365518_1_1_1.jpg?ts=1632472483782,Zara, '96% polyamide · 4% elastane',0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.96,0.0,0.0,0.0,0.0
190,WASHED EFFECT CROP TOP,"Round neck top with straps. Rib trim.This garment may have some irregularities due to the special finish it has undergone, making it a unique piece.",9.9, Pink ,women,https://static.zara.net/photos///2021/V/0/1/p/4424/330/620/3/w/563/4424330620_1_1_1.jpg?ts=1617968271580,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,COMBINATION VEST TOP,Round neck top with short balloon sleeves and elastic cuffs. Contrast perforated vest overlay.,29.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/1165/022/250/2/w/563/1165022250_1_1_1.jpg?ts=1625746167837,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,RIBBED POLO,Lapel collar polo shirt with V-neck and long sleeves.,17.9, Blue ,women,https://static.zara.net/photos///2021/I/0/1/p/3641/814/400/2/w/563/3641814400_1_1_1.jpg?ts=1629448440864,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,“NASA” POLO SHIRT,Polo with lapel collar and long sleeves. Contrasting “NASA” embroidery detail. Wide rib elastic hem.,25.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/5644/831/250/2/w/563/5644831250_1_1_1.jpg?ts=1629456811298,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,CROCHETED POLO SHIRT,Polo with lapel collar and long sleeves. Front button closure.,29.9, Ecru ,women,https://static.zara.net/photos///2021/I/0/1/p/5039/503/712/2/w/563/5039503712_1_1_1.jpg?ts=1632387128926,Zara, '53% viscose · 47% polyester',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.47,0.0
195,PRINTED ASYMMETRICAL TOP,Short top with asymmetric neckline and long sleeve. Self ruffle detail.,29.9, Blue Black ,women,https://static.zara.net/photos///2021/I/0/1/p/4770/600/030/2/w/563/4770600030_1_1_1.jpg?ts=1628591723414,Zara, '100% polyester',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
196,SWEETHEART NECKLINE CORSET,Strapless corset with sweetheart neckline. Side hidden in-seam zip closure.,25.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/5039/522/800/2/w/563/5039522800_1_1_1.jpg?ts=1633966372187,Zara, '96% polyester · 4% elastane',0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.96,0.0
197,ASYMMETRICAL TOP,Top with asymmetric neckline with one long sleeve.,19.9, Blue ,women,https://static.zara.net/photos///2021/I/0/1/p/5644/816/400/2/w/563/5644816400_2_1_1.jpg?ts=1629303550438,Zara, '91% cotton · 9% elastane',0.0,0.0,0.91,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,COMBINATION FLORAL SWEATSHIRT,Round neck sweatshirt with long sleeves. Ruffle detail.,45.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/0085/833/800/2/w/563/0085833800_1_1_1.jpg?ts=1631261710782,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,BEAD TRIM T-SHIRT,Round neck T-shirt with short sleeves. Contrasting fabric detail.,17.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/5070/482/250/2/w/563/5070482250_1_1_1.jpg?ts=1628695338112,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,SEAMLESS MOCK NECK TOP,LIMITLESS CONTOUR COLLECTIONSleeveless mock neck top.,12.9, Dark green ,women,https://static.zara.net/photos///2021/I/0/1/p/7901/439/529/2/w/563/7901439529_1_1_1.jpg?ts=1634291923049,Zara, '95% nylon · 5% elastane',0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,DINA BUKVA EMBROIDERED T-SHIRT,Round neck T-shirt with short sleeves. Front contrasting raised embroidered detail by Dina Bukva.,25.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/0085/375/250/2/w/563/0085375250_1_1_1.jpg?ts=1623396192746,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,EMBROIDERED COTTON POLO,Polo made of 100% cotton. Lapel collar and short sleeves. Contrasting embroidery detail at chest. Front button closure.,19.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/0264/456/250/2/w/563/0264456250_1_1_1.jpg?ts=1627475049985,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,MOCK NECK T-SHIRT,T-shirt with matching tonal high collar short sleeves.,19.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/1165/477/800/2/w/563/1165477800_1_1_1.jpg?ts=1634134055580,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,RIBBED T-SHIRT,High collar top with long sleeves.,17.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/4424/830/800/2/w/563/4424830800_1_1_1.jpg?ts=1633694224373,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,HIGH COLLAR JACQUARD TOP,High collar long sleeve top.,25.9, Dark brown ,women,https://static.zara.net/photos///2021/I/0/1/p/4886/450/716/2/w/563/4886450716_1_1_1.jpg?ts=1634134035570,Zara, '74% polyester · 23% viscose · 3% elastane',0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.23,0.0,0.0,0.0,0.74,0.0
206,BASIC SHIRT,Sleeveless round neck top with wide arm holes.,12.9, Green ,women,https://static.zara.net/photos///2021/V/0/1/p/1044/179/500/2/w/563/1044179500_1_1_1.jpg?ts=1618918325385,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,HALTERNECK BODYSUIT,Halter neck bodysuit. Button snap button closure.,19.9, Brown ,women,https://static.zara.net/photos///2021/I/0/1/p/5039/371/700/17/w/563/5039371700_1_1_1.jpg?ts=1634226111325,Zara, '94% polyamide · 6% elastane',0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.94,0.0,0.0,0.0,0.0
208,V-NECK RIB T-SHIRT,Full cut V-neck T-shirt with short sleeves. Rib trim.,12.9, Sand ,women,https://static.zara.net/photos///2021/I/0/1/p/4424/633/711/2/w/563/4424633711_1_1_1.jpg?ts=1627468432631,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,CORSET TOP,Straight neck crop top with spaghetti straps. Gathered detail at chest and tonal fabric.,19.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/0085/818/250/2/w/563/0085818250_1_1_1.jpg?ts=1626170134808,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,RUCHED CROP TOP,V-neck crop top with long sleeves. Front ruching detail. Front button closure.,17.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/6050/422/250/2/w/563/6050422250_1_1_1.jpg?ts=1626436740716,Zara, '95% polyester · 5% elastane',0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0
211,FRONT PRINT T-SHIRT,Round neck T-shirt with short sleeves. Contrasting front print.,12.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/5580/627/250/2/w/563/5580627250_1_1_1.jpg?ts=1629793155613,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,SWEETHEART NECK TOP,Long sleeve crop top with sweetheart neckline.,25.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/0264/813/800/2/w/563/0264813800_1_1_1.jpg?ts=1629302258573,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,CONTRAST TOP,Round neck top with short balloon sleeves and elastic cuffs. Tonal perforated vest overlay.,25.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/2298/080/250/2/w/563/2298080250_1_1_1.jpg?ts=1626098449470,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,BASIC V-NECK T-SHIRT,V-neck T-shirt with short sleeves.,7.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/0962/343/250/2/w/563/0962343250_1_1_1.jpg?ts=1627639368988,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,SPALDING® STRIPED POLO SHIRT,Polo with lapel collar and long sleeves. Text detail of Spalding © Russell Brands LLC 2021. Contrasting rib trim. Front button closure.,35.9, Various ,women,https://static.zara.net/photos///2021/I/0/1/p/0085/169/015/2/w/563/0085169015_1_1_1.jpg?ts=1629374602517,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,HOOK AND EYE SEAMLESS TOP,LIMITLESS CONTOUR COLLECTIONStraight neck sleeveless top with metal hook detail at sides.,25.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/7901/431/250/2/w/563/7901431250_1_1_1.jpg?ts=1630665084906,Zara, '95% nylon · 5% elastane',0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,RUCHED ASYMMETRIC TOP,V-neck top with asymmetric sleeves. Ruching detail at sides.,25.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/1165/029/250/3/w/563/1165029250_1_1_1.jpg?ts=1626939885437,Zara, '72% viscose · 25% polyamide · 3% elastane',0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.72,0.25,0.0,0.0,0.0,0.0
218,RIBBED T-SHIRT WITH SIDE CUT OUTS,Round neck tank top. Adjustable side vents with ties.,12.9, Green ,women,https://static.zara.net/photos///2021/I/0/1/p/3253/811/500/17/w/563/3253811500_1_1_1.jpg?ts=1630422635330,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
